"Compartment"	"Host_order"	"Rank_2"	"total_reads"	"total_reads_com_host"	"prop"
"329"	"Endophytic"	"Sapindales"	"Planctomycetota"	173	180013	0.000961041702543705
"330"	"Endophytic"	"Sapindales"	"Proteobacteria"	170844	180013	0.949064789765184
"331"	"Endophytic"	"Sapindales"	"Rcp2-54"	0	180013	0
"332"	"Endophytic"	"Sapindales"	"Sar324"	0	180013	0
"333"	"Endophytic"	"Sapindales"	"Schekmanbacteria"	0	180013	0
"334"	"Endophytic"	"Sapindales"	"Spirochaetota"	0	180013	0
"335"	"Endophytic"	"Sapindales"	"Sumerlaeota"	0	180013	0
"336"	"Endophytic"	"Sapindales"	"Sva0485"	0	180013	0
"337"	"Endophytic"	"Sapindales"	"Synergistota"	0	180013	0
"338"	"Endophytic"	"Sapindales"	"Verrucomicrobiota"	3	180013	1.66654630498908e-05
"339"	"Endophytic"	"Sapindales"	"Wps-2"	0	180013	0
"340"	"Endophytic"	"Sapindales"	"Ws2"	0	180013	0
"341"	"Endophytic"	"Sapindales"	"Zixibacteria"	0	180013	0
"342"	"Endophytic"	"Solanales"	"Abditibacteriota"	4	288	0.0138888888888889
"343"	"Endophytic"	"Solanales"	"Acidobacteriota"	0	288	0
"344"	"Endophytic"	"Solanales"	"Actinobacteriota"	22	288	0.0763888888888889
"345"	"Endophytic"	"Solanales"	"Apal-e12"	0	288	0
"346"	"Endophytic"	"Solanales"	"Armatimonadota"	0	288	0
"347"	"Endophytic"	"Solanales"	"Bacteroidota"	0	288	0
"348"	"Endophytic"	"Solanales"	"Bdellovibrionota"	0	288	0
"349"	"Endophytic"	"Solanales"	"Calditrichota"	0	288	0
"350"	"Endophytic"	"Solanales"	"Campilobacterota"	0	288	0
"351"	"Endophytic"	"Solanales"	"Chloroflexi"	2	288	0.00694444444444444
"352"	"Endophytic"	"Solanales"	"Cloacimonadota"	0	288	0
"353"	"Endophytic"	"Solanales"	"Cyanobacteria"	170	288	0.590277777777778
"354"	"Endophytic"	"Solanales"	"Dadabacteria"	0	288	0
"355"	"Endophytic"	"Solanales"	"Deferribacterota"	0	288	0
"356"	"Endophytic"	"Solanales"	"Deferrisomatota"	0	288	0
"357"	"Endophytic"	"Solanales"	"Deinococcota"	0	288	0
"358"	"Endophytic"	"Solanales"	"Dependentiae"	0	288	0
"359"	"Endophytic"	"Solanales"	"Desulfobacterota"	0	288	0
"360"	"Endophytic"	"Solanales"	"Elusimicrobiota"	0	288	0
"361"	"Endophytic"	"Solanales"	"Entotheonellaeota"	0	288	0
"362"	"Endophytic"	"Solanales"	"Fcpu426"	0	288	0
"363"	"Endophytic"	"Solanales"	"Fermentibacterota"	0	288	0
"364"	"Endophytic"	"Solanales"	"Fibrobacterota"	0	288	0
"365"	"Endophytic"	"Solanales"	"Firmicutes"	0	288	0
"366"	"Endophytic"	"Solanales"	"Fusobacteriota"	0	288	0
"367"	"Endophytic"	"Solanales"	"Gal15"	0	288	0
"368"	"Endophytic"	"Solanales"	"Gemmatimonadota"	0	288	0
"369"	"Endophytic"	"Solanales"	"Hydrogenedentes"	0	288	0
"370"	"Endophytic"	"Solanales"	"Latescibacterota"	0	288	0
"371"	"Endophytic"	"Solanales"	"Lcp-89"	0	288	0
"372"	"Endophytic"	"Solanales"	"Marinimicrobia"	0	288	0
"373"	"Endophytic"	"Solanales"	"Mbnt15"	0	288	0
"374"	"Endophytic"	"Solanales"	"Methylomirabilota"	0	288	0
"375"	"Endophytic"	"Solanales"	"Modulibacteria"	0	288	0
"376"	"Endophytic"	"Solanales"	"Myxococcota"	0	288	0
"377"	"Endophytic"	"Solanales"	"Nb1-j"	0	288	0
"378"	"Endophytic"	"Solanales"	"Nitrospirota"	0	288	0
"379"	"Endophytic"	"Solanales"	"Patescibacteria"	0	288	0
"380"	"Endophytic"	"Solanales"	"Planctomycetota"	0	288	0
"381"	"Endophytic"	"Solanales"	"Proteobacteria"	90	288	0.3125
"382"	"Endophytic"	"Solanales"	"Rcp2-54"	0	288	0
"383"	"Endophytic"	"Solanales"	"Sar324"	0	288	0
"384"	"Endophytic"	"Solanales"	"Schekmanbacteria"	0	288	0
"385"	"Endophytic"	"Solanales"	"Spirochaetota"	0	288	0
"386"	"Endophytic"	"Solanales"	"Sumerlaeota"	0	288	0
"387"	"Endophytic"	"Solanales"	"Sva0485"	0	288	0
"388"	"Endophytic"	"Solanales"	"Synergistota"	0	288	0
"389"	"Endophytic"	"Solanales"	"Verrucomicrobiota"	0	288	0
"390"	"Endophytic"	"Solanales"	"Wps-2"	0	288	0
"391"	"Endophytic"	"Solanales"	"Ws2"	0	288	0
"392"	"Endophytic"	"Solanales"	"Zixibacteria"	0	288	0
"393"	"Epiphytic"	"Brassicales"	"Abditibacteriota"	1883	1218464	0.00154538829214486
"394"	"Epiphytic"	"Brassicales"	"Acidobacteriota"	80852	1218464	0.0663556740289414
"395"	"Epiphytic"	"Brassicales"	"Actinobacteriota"	223713	1218464	0.18360246999501
"396"	"Epiphytic"	"Brassicales"	"Aquificota"	0	1218464	0
"397"	"Epiphytic"	"Brassicales"	"Armatimonadota"	6282	1218464	0.00515567140268404
"398"	"Epiphytic"	"Brassicales"	"Bacteroidota"	118257	1218464	0.097054159991596
"399"	"Epiphytic"	"Brassicales"	"Bdellovibrionota"	8330	1218464	0.0068364760879271
"400"	"Epiphytic"	"Brassicales"	"Campilobacterota"	5	1218464	4.10352706358169e-06
"401"	"Epiphytic"	"Brassicales"	"Chloroflexi"	45255	1218464	0.0371410234524779
"402"	"Epiphytic"	"Brassicales"	"Cyanobacteria"	13014	1218464	0.0106806602410904
"403"	"Epiphytic"	"Brassicales"	"Deinococcota"	2709	1218464	0.00222329096304856
"404"	"Epiphytic"	"Brassicales"	"Dependentiae"	166	1218464	0.000136237098510912
"405"	"Epiphytic"	"Brassicales"	"Desulfobacterota"	702	1218464	0.000576135199726869
"406"	"Epiphytic"	"Brassicales"	"Elusimicrobiota"	1016	1218464	0.000833836699319799
"407"	"Epiphytic"	"Brassicales"	"Entotheonellaeota"	6474	1218464	0.00531324684192557
"408"	"Epiphytic"	"Brassicales"	"Fcpu426"	12	1218464	9.84846495259606e-06
"409"	"Epiphytic"	"Brassicales"	"Fibrobacterota"	1349	1218464	0.00110713160175434
"410"	"Epiphytic"	"Brassicales"	"Firmicutes"	21738	1218464	0.0178404942616278
"411"	"Epiphytic"	"Brassicales"	"Fusobacteriota"	46	1218464	3.77524489849515e-05
"412"	"Epiphytic"	"Brassicales"	"Gemmatimonadota"	136379	1218464	0.111926983480841
"413"	"Epiphytic"	"Brassicales"	"Hydrogenedentes"	111	1218464	9.10983008115135e-05
"414"	"Epiphytic"	"Brassicales"	"Latescibacterota"	599	1218464	0.000491602542217086
"415"	"Epiphytic"	"Brassicales"	"Mbnt15"	31	1218464	2.54418677942065e-05
"416"	"Epiphytic"	"Brassicales"	"Methylomirabilota"	3575	1218464	0.00293402185046091
"417"	"Epiphytic"	"Brassicales"	"Myxococcota"	46084	1218464	0.0378213882396197
"418"	"Epiphytic"	"Brassicales"	"Nb1-j"	189	1218464	0.000155113323003388
"419"	"Epiphytic"	"Brassicales"	"Nitrospirota"	3831	1218464	0.00314412243611629
"420"	"Epiphytic"	"Brassicales"	"Patescibacteria"	5120	1218464	0.00420201171310765
"421"	"Epiphytic"	"Brassicales"	"Planctomycetota"	45076	1218464	0.0369941171836016
"422"	"Epiphytic"	"Brassicales"	"Proteobacteria"	406201	1218464	0.333371359350789
"423"	"Epiphytic"	"Brassicales"	"Rcp2-54"	88	1218464	7.22220763190377e-05
"424"	"Epiphytic"	"Brassicales"	"Sar324"	22	1218464	1.80555190797594e-05
"425"	"Epiphytic"	"Brassicales"	"Spirochaetota"	22	1218464	1.80555190797594e-05
"426"	"Epiphytic"	"Brassicales"	"Sumerlaeota"	94	1218464	7.71463087953358e-05
"427"	"Epiphytic"	"Brassicales"	"Synergistota"	0	1218464	0
"428"	"Epiphytic"	"Brassicales"	"Tx1a-33"	22	1218464	1.80555190797594e-05
"429"	"Epiphytic"	"Brassicales"	"Verrucomicrobiota"	39147	1218464	0.0321281547916065
"430"	"Epiphytic"	"Brassicales"	"Wps-2"	32	1218464	2.62625732069228e-05
"431"	"Epiphytic"	"Brassicales"	"Ws2"	38	1218464	3.11868056832208e-05
"432"	"Epiphytic"	"Cyatheales"	"Abditibacteriota"	0	0	NA
"433"	"Epiphytic"	"Cyatheales"	"Acidobacteriota"	0	0	NA
"434"	"Epiphytic"	"Cyatheales"	"Actinobacteriota"	0	0	NA
"435"	"Epiphytic"	"Cyatheales"	"Armatimonadota"	0	0	NA
"436"	"Epiphytic"	"Cyatheales"	"Bacteroidota"	0	0	NA
"437"	"Epiphytic"	"Cyatheales"	"Bdellovibrionota"	0	0	NA
"438"	"Epiphytic"	"Cyatheales"	"Caldatribacteriota"	0	0	NA
"439"	"Epiphytic"	"Cyatheales"	"Campilobacterota"	0	0	NA
"440"	"Epiphytic"	"Cyatheales"	"Chloroflexi"	0	0	NA
"441"	"Epiphytic"	"Cyatheales"	"Cyanobacteria"	0	0	NA
"442"	"Epiphytic"	"Cyatheales"	"Deferribacterota"	0	0	NA
"443"	"Epiphytic"	"Cyatheales"	"Deinococcota"	0	0	NA
"444"	"Epiphytic"	"Cyatheales"	"Dependentiae"	0	0	NA
"445"	"Epiphytic"	"Cyatheales"	"Desulfobacterota"	0	0	NA
"446"	"Epiphytic"	"Cyatheales"	"Elusimicrobiota"	0	0	NA
"447"	"Epiphytic"	"Cyatheales"	"Entotheonellaeota"	0	0	NA
"448"	"Epiphytic"	"Cyatheales"	"Fibrobacterota"	0	0	NA
"449"	"Epiphytic"	"Cyatheales"	"Firmicutes"	0	0	NA
"450"	"Epiphytic"	"Cyatheales"	"Fusobacteriota"	0	0	NA
"451"	"Epiphytic"	"Cyatheales"	"Gemmatimonadota"	0	0	NA
"452"	"Epiphytic"	"Cyatheales"	"Latescibacterota"	0	0	NA
"453"	"Epiphytic"	"Cyatheales"	"Marinimicrobia"	0	0	NA
"454"	"Epiphytic"	"Cyatheales"	"Mbnt15"	0	0	NA
"455"	"Epiphytic"	"Cyatheales"	"Methylomirabilota"	0	0	NA
"456"	"Epiphytic"	"Cyatheales"	"Myxococcota"	0	0	NA
"457"	"Epiphytic"	"Cyatheales"	"Nb1-j"	0	0	NA
"458"	"Epiphytic"	"Cyatheales"	"Nitrospirota"	0	0	NA
"459"	"Epiphytic"	"Cyatheales"	"Patescibacteria"	0	0	NA
"460"	"Epiphytic"	"Cyatheales"	"Planctomycetota"	0	0	NA
"461"	"Epiphytic"	"Cyatheales"	"Proteobacteria"	0	0	NA
"462"	"Epiphytic"	"Cyatheales"	"Rcp2-54"	0	0	NA
"463"	"Epiphytic"	"Cyatheales"	"Sar324"	0	0	NA
"464"	"Epiphytic"	"Cyatheales"	"Spirochaetota"	0	0	NA
"465"	"Epiphytic"	"Cyatheales"	"Sumerlaeota"	0	0	NA
"466"	"Epiphytic"	"Cyatheales"	"Sva0485"	0	0	NA
"467"	"Epiphytic"	"Cyatheales"	"Synergistota"	0	0	NA
"468"	"Epiphytic"	"Cyatheales"	"Thermotogota"	0	0	NA
"469"	"Epiphytic"	"Cyatheales"	"Verrucomicrobiota"	0	0	NA
"470"	"Epiphytic"	"Cyatheales"	"Zixibacteria"	0	0	NA
"471"	"Epiphytic"	"Ericales"	"Abditibacteriota"	68	101894	0.00066736019785267
"472"	"Epiphytic"	"Ericales"	"Acidobacteriota"	1487	101894	0.0145935972677488
"473"	"Epiphytic"	"Ericales"	"Actinobacteriota"	15265	101894	0.149812550297368
"474"	"Epiphytic"	"Ericales"	"Apal-e12"	0	101894	0
"475"	"Epiphytic"	"Ericales"	"Armatimonadota"	71	101894	0.000696802559522641
"476"	"Epiphytic"	"Ericales"	"Bacteroidota"	6382	101894	0.0626337173925845
"477"	"Epiphytic"	"Ericales"	"Bdellovibrionota"	272	101894	0.00266944079141068
"478"	"Epiphytic"	"Ericales"	"Calditrichota"	0	101894	0
"479"	"Epiphytic"	"Ericales"	"Campilobacterota"	9	101894	8.83270850099123e-05
"480"	"Epiphytic"	"Ericales"	"Chloroflexi"	1208	101894	0.0118554576324416
"481"	"Epiphytic"	"Ericales"	"Cloacimonadota"	0	101894	0
"482"	"Epiphytic"	"Ericales"	"Cyanobacteria"	2760	101894	0.0270869727363731
"483"	"Epiphytic"	"Ericales"	"Dadabacteria"	0	101894	0
"484"	"Epiphytic"	"Ericales"	"Deferribacterota"	0	101894	0
"485"	"Epiphytic"	"Ericales"	"Deferrisomatota"	0	101894	0
"486"	"Epiphytic"	"Ericales"	"Deinococcota"	237	101894	0.00232594657192769
"487"	"Epiphytic"	"Ericales"	"Dependentiae"	32	101894	0.000314051857813021
"488"	"Epiphytic"	"Ericales"	"Desulfobacterota"	3	101894	2.94423616699708e-05
"489"	"Epiphytic"	"Ericales"	"Elusimicrobiota"	22	101894	0.000215910652246452
"490"	"Epiphytic"	"Ericales"	"Entotheonellaeota"	180	101894	0.00176654170019825
"491"	"Epiphytic"	"Ericales"	"Fcpu426"	0	101894	0
"492"	"Epiphytic"	"Ericales"	"Fermentibacterota"	0	101894	0
"493"	"Epiphytic"	"Ericales"	"Fibrobacterota"	11	101894	0.000107955326123226
"494"	"Epiphytic"	"Ericales"	"Firmicutes"	4188	101894	0.0411015368912792
"495"	"Epiphytic"	"Ericales"	"Fusobacteriota"	7	101894	6.86988438965984e-05
"496"	"Epiphytic"	"Ericales"	"Gal15"	0	101894	0
"497"	"Epiphytic"	"Ericales"	"Gemmatimonadota"	531	101894	0.00521129801558482
"498"	"Epiphytic"	"Ericales"	"Hydrogenedentes"	0	101894	0
"499"	"Epiphytic"	"Ericales"	"Latescibacterota"	0	101894	0
"500"	"Epiphytic"	"Ericales"	"Lcp-89"	0	101894	0
"501"	"Epiphytic"	"Ericales"	"Marinimicrobia"	0	101894	0
"502"	"Epiphytic"	"Ericales"	"Mbnt15"	0	101894	0
"503"	"Epiphytic"	"Ericales"	"Methylomirabilota"	0	101894	0
"504"	"Epiphytic"	"Ericales"	"Modulibacteria"	0	101894	0
"505"	"Epiphytic"	"Ericales"	"Myxococcota"	1772	101894	0.0173906216263961
"506"	"Epiphytic"	"Ericales"	"Nb1-j"	3	101894	2.94423616699708e-05
"507"	"Epiphytic"	"Ericales"	"Nitrospirota"	0	101894	0
"508"	"Epiphytic"	"Ericales"	"Patescibacteria"	320	101894	0.00314051857813021
"509"	"Epiphytic"	"Ericales"	"Planctomycetota"	171	101894	0.00167821461518833
"510"	"Epiphytic"	"Ericales"	"Proteobacteria"	66384	101894	0.651500579033113
"511"	"Epiphytic"	"Ericales"	"Rcp2-54"	2	101894	1.96282411133138e-05
"512"	"Epiphytic"	"Ericales"	"Sar324"	0	101894	0
"513"	"Epiphytic"	"Ericales"	"Schekmanbacteria"	0	101894	0
"514"	"Epiphytic"	"Ericales"	"Spirochaetota"	0	101894	0
"515"	"Epiphytic"	"Ericales"	"Sumerlaeota"	13	101894	0.00012758356723654
"516"	"Epiphytic"	"Ericales"	"Sva0485"	0	101894	0
"517"	"Epiphytic"	"Ericales"	"Synergistota"	0	101894	0
"518"	"Epiphytic"	"Ericales"	"Verrucomicrobiota"	496	101894	0.00486780379610183
"519"	"Epiphytic"	"Ericales"	"Wps-2"	0	101894	0
"520"	"Epiphytic"	"Ericales"	"Ws2"	0	101894	0
"521"	"Epiphytic"	"Ericales"	"Zixibacteria"	0	101894	0
"522"	"Epiphytic"	"Fagales"	"Abditibacteriota"	2423	1200485	0.00201835091650458
"523"	"Epiphytic"	"Fagales"	"Acidobacteriota"	28400	1200485	0.0236571052532935
"524"	"Epiphytic"	"Fagales"	"Actinobacteriota"	104564	1200485	0.08710146315864
"525"	"Epiphytic"	"Fagales"	"Aquificota"	2	1200485	1.66599332769672e-06
"526"	"Epiphytic"	"Fagales"	"Armatimonadota"	3179	1200485	0.00264809639437394
"527"	"Epiphytic"	"Fagales"	"Bacteroidota"	173847	1200485	0.144813971020046
"528"	"Epiphytic"	"Fagales"	"Bdellovibrionota"	5780	1200485	0.00481472071704353
"529"	"Epiphytic"	"Fagales"	"Campilobacterota"	27	1200485	2.24909099239058e-05
"530"	"Epiphytic"	"Fagales"	"Chloroflexi"	827	1200485	0.000688888241002595
"531"	"Epiphytic"	"Fagales"	"Cyanobacteria"	686	1200485	0.000571435711399976
"532"	"Epiphytic"	"Fagales"	"Deinococcota"	2925	1200485	0.00243651524175646
"533"	"Epiphytic"	"Fagales"	"Dependentiae"	13	1200485	1.08289566300287e-05
"534"	"Epiphytic"	"Fagales"	"Desulfobacterota"	0	1200485	0
"535"	"Epiphytic"	"Fagales"	"Elusimicrobiota"	25	1200485	2.0824916596209e-05
"536"	"Epiphytic"	"Fagales"	"Entotheonellaeota"	127	1200485	0.000105790576308742
"537"	"Epiphytic"	"Fagales"	"Fcpu426"	0	1200485	0
"538"	"Epiphytic"	"Fagales"	"Fibrobacterota"	0	1200485	0
"539"	"Epiphytic"	"Fagales"	"Firmicutes"	5919	1200485	0.00493050725331845
"540"	"Epiphytic"	"Fagales"	"Fusobacteriota"	6	1200485	4.99797998309017e-06
"541"	"Epiphytic"	"Fagales"	"Gemmatimonadota"	574	1200485	0.000478140085048959
"542"	"Epiphytic"	"Fagales"	"Hydrogenedentes"	0	1200485	0
"543"	"Epiphytic"	"Fagales"	"Latescibacterota"	0	1200485	0
"544"	"Epiphytic"	"Fagales"	"Mbnt15"	0	1200485	0
"545"	"Epiphytic"	"Fagales"	"Methylomirabilota"	4	1200485	3.33198665539345e-06
"546"	"Epiphytic"	"Fagales"	"Myxococcota"	24790	1200485	0.0206499872968009
"547"	"Epiphytic"	"Fagales"	"Nb1-j"	0	1200485	0
"548"	"Epiphytic"	"Fagales"	"Nitrospirota"	0	1200485	0
"549"	"Epiphytic"	"Fagales"	"Patescibacteria"	4458	1200485	0.00371349912743599
"550"	"Epiphytic"	"Fagales"	"Planctomycetota"	210	1200485	0.000174929299408156
"551"	"Epiphytic"	"Fagales"	"Proteobacteria"	840986	1200485	0.700538532343178
"552"	"Epiphytic"	"Fagales"	"Rcp2-54"	23	1200485	1.91589232685123e-05
"553"	"Epiphytic"	"Fagales"	"Sar324"	0	1200485	0
"554"	"Epiphytic"	"Fagales"	"Spirochaetota"	0	1200485	0
"555"	"Epiphytic"	"Fagales"	"Sumerlaeota"	0	1200485	0
"556"	"Epiphytic"	"Fagales"	"Synergistota"	0	1200485	0
"557"	"Epiphytic"	"Fagales"	"Tx1a-33"	0	1200485	0
"558"	"Epiphytic"	"Fagales"	"Verrucomicrobiota"	690	1200485	0.000574767698055369
"559"	"Epiphytic"	"Fagales"	"Wps-2"	0	1200485	0
"560"	"Epiphytic"	"Fagales"	"Ws2"	0	1200485	0
"561"	"Epiphytic"	"Fagales"	"Ws4"	0	1200485	0
"562"	"Epiphytic"	"Lamiales"	"Abditibacteriota"	2271	634419	0.00357965319449764
"563"	"Epiphytic"	"Lamiales"	"Acidobacteriota"	5166	634419	0.00814288348867231
"564"	"Epiphytic"	"Lamiales"	"Actinobacteriota"	82053	634419	0.129335659871473
"565"	"Epiphytic"	"Lamiales"	"Apal-e12"	0	634419	0
"566"	"Epiphytic"	"Lamiales"	"Aquificota"	0	634419	0
"567"	"Epiphytic"	"Lamiales"	"Armatimonadota"	1376	634419	0.00216891360441601
"568"	"Epiphytic"	"Lamiales"	"Bacteroidota"	94056	634419	0.148255332832087
"569"	"Epiphytic"	"Lamiales"	"Bdellovibrionota"	2254	634419	0.00355285702351285
"570"	"Epiphytic"	"Lamiales"	"Calditrichota"	0	634419	0
"571"	"Epiphytic"	"Lamiales"	"Campilobacterota"	33	634419	5.20160966175351e-05
"572"	"Epiphytic"	"Lamiales"	"Chloroflexi"	3483	634419	0.00549006256117802
"573"	"Epiphytic"	"Lamiales"	"Cloacimonadota"	0	634419	0
"574"	"Epiphytic"	"Lamiales"	"Cyanobacteria"	7437	634419	0.01172253668317
"575"	"Epiphytic"	"Lamiales"	"Dadabacteria"	0	634419	0
"576"	"Epiphytic"	"Lamiales"	"Deferribacterota"	0	634419	0
"577"	"Epiphytic"	"Lamiales"	"Deferrisomatota"	0	634419	0
"578"	"Epiphytic"	"Lamiales"	"Deinococcota"	1683	634419	0.00265282092749429
"579"	"Epiphytic"	"Lamiales"	"Dependentiae"	82	634419	0.000129252118867814
"580"	"Epiphytic"	"Lamiales"	"Desulfobacterota"	20	634419	3.15249070409304e-05
"581"	"Epiphytic"	"Lamiales"	"Elusimicrobiota"	55	634419	8.66934943625585e-05
"582"	"Epiphytic"	"Lamiales"	"Entotheonellaeota"	794	634419	0.00125153880952494
"583"	"Epiphytic"	"Lamiales"	"Fcpu426"	0	634419	0
"584"	"Epiphytic"	"Lamiales"	"Fermentibacterota"	0	634419	0
"585"	"Epiphytic"	"Lamiales"	"Fibrobacterota"	14	634419	2.20674349286513e-05
"586"	"Epiphytic"	"Lamiales"	"Firmicutes"	19151	634419	0.0301866747370429
"587"	"Epiphytic"	"Lamiales"	"Fusobacteriota"	167	634419	0.000263232973791769
"588"	"Epiphytic"	"Lamiales"	"Gal15"	0	634419	0
"589"	"Epiphytic"	"Lamiales"	"Gemmatimonadota"	1677	634419	0.00264336345538201
"590"	"Epiphytic"	"Lamiales"	"Hydrogenedentes"	0	634419	0
"591"	"Epiphytic"	"Lamiales"	"Latescibacterota"	0	634419	0
"592"	"Epiphytic"	"Lamiales"	"Lcp-89"	0	634419	0
"593"	"Epiphytic"	"Lamiales"	"Marinimicrobia"	0	634419	0
"594"	"Epiphytic"	"Lamiales"	"Mbnt15"	0	634419	0
"595"	"Epiphytic"	"Lamiales"	"Methylomirabilota"	11	634419	1.73386988725117e-05
"596"	"Epiphytic"	"Lamiales"	"Modulibacteria"	0	634419	0
"597"	"Epiphytic"	"Lamiales"	"Myxococcota"	8961	634419	0.0141247345996888
"598"	"Epiphytic"	"Lamiales"	"Nb1-j"	10	634419	1.57624535204652e-05
"599"	"Epiphytic"	"Lamiales"	"Nitrospirota"	45	634419	7.09310408420933e-05
"600"	"Epiphytic"	"Lamiales"	"Patescibacteria"	1988	634419	0.00313357575986848
"601"	"Epiphytic"	"Lamiales"	"Planctomycetota"	523	634419	0.000824376319120329
"602"	"Epiphytic"	"Lamiales"	"Proteobacteria"	399767	634419	0.63013087565158
"603"	"Epiphytic"	"Lamiales"	"Rcp2-54"	0	634419	0
"604"	"Epiphytic"	"Lamiales"	"Sar324"	23	634419	3.62536430970699e-05
"605"	"Epiphytic"	"Lamiales"	"Schekmanbacteria"	0	634419	0
"606"	"Epiphytic"	"Lamiales"	"Spirochaetota"	4	634419	6.30498140818607e-06
"607"	"Epiphytic"	"Lamiales"	"Sumerlaeota"	0	634419	0
"608"	"Epiphytic"	"Lamiales"	"Sva0485"	0	634419	0
"609"	"Epiphytic"	"Lamiales"	"Synergistota"	4	634419	6.30498140818607e-06
"610"	"Epiphytic"	"Lamiales"	"Tx1a-33"	0	634419	0
"611"	"Epiphytic"	"Lamiales"	"Verrucomicrobiota"	1302	634419	0.00205227144836457
"612"	"Epiphytic"	"Lamiales"	"Wps-2"	9	634419	1.41862081684187e-05
"613"	"Epiphytic"	"Lamiales"	"Ws2"	0	634419	0
"614"	"Epiphytic"	"Lamiales"	"Ws4"	0	634419	0
"615"	"Epiphytic"	"Lamiales"	"Zixibacteria"	0	634419	0
"616"	"Epiphytic"	"Magnoliales"	"Abditibacteriota"	3958	338366	0.0116973927640484
"617"	"Epiphytic"	"Magnoliales"	"Acidobacteriota"	9011	338366	0.0266309262750986
"618"	"Epiphytic"	"Magnoliales"	"Actinobacteriota"	26143	338366	0.0772624909122075
"619"	"Epiphytic"	"Magnoliales"	"Armatimonadota"	5652	338366	0.0167038059379488
"620"	"Epiphytic"	"Magnoliales"	"Bacteriap25"	0	338366	0
"621"	"Epiphytic"	"Magnoliales"	"Bacteroidota"	68049	338366	0.201110631682852
"622"	"Epiphytic"	"Magnoliales"	"Bdellovibrionota"	2587	338366	0.00764556722602153
"623"	"Epiphytic"	"Magnoliales"	"Caldatribacteriota"	0	338366	0
"624"	"Epiphytic"	"Magnoliales"	"Caldisericota"	0	338366	0
"625"	"Epiphytic"	"Magnoliales"	"Calditrichota"	0	338366	0
"626"	"Epiphytic"	"Magnoliales"	"Campilobacterota"	2	338366	5.91075935525437e-06
"627"	"Epiphytic"	"Magnoliales"	"Chloroflexi"	611	338366	0.00180573698303021
"628"	"Epiphytic"	"Magnoliales"	"Cloacimonadota"	0	338366	0
"629"	"Epiphytic"	"Magnoliales"	"Cyanobacteria"	530	338366	0.00156635122914241
"630"	"Epiphytic"	"Magnoliales"	"Deferribacterota"	0	338366	0
"631"	"Epiphytic"	"Magnoliales"	"Deferrisomatota"	0	338366	0
"632"	"Epiphytic"	"Magnoliales"	"Deinococcota"	5583	338366	0.0164998847401926
"633"	"Epiphytic"	"Magnoliales"	"Dependentiae"	4	338366	1.18215187105087e-05
"634"	"Epiphytic"	"Magnoliales"	"Desulfobacterota"	59	338366	0.000174367400980004
"635"	"Epiphytic"	"Magnoliales"	"Elusimicrobiota"	0	338366	0
"636"	"Epiphytic"	"Magnoliales"	"Entotheonellaeota"	0	338366	0
"637"	"Epiphytic"	"Magnoliales"	"Fcpu426"	0	338366	0
"638"	"Epiphytic"	"Magnoliales"	"Fermentibacterota"	0	338366	0
"639"	"Epiphytic"	"Magnoliales"	"Fibrobacterota"	0	338366	0
"640"	"Epiphytic"	"Magnoliales"	"Firmicutes"	869	338366	0.00256822493985802
"641"	"Epiphytic"	"Magnoliales"	"Fusobacteriota"	113	338366	0.000333957903571872
"642"	"Epiphytic"	"Magnoliales"	"Gemmatimonadota"	258	338366	0.000762487956827814
"643"	"Epiphytic"	"Magnoliales"	"Hydrogenedentes"	0	338366	0
"644"	"Epiphytic"	"Magnoliales"	"Latescibacterota"	11	338366	3.2509176453899e-05
"645"	"Epiphytic"	"Magnoliales"	"Lcp-89"	0	338366	0
"646"	"Epiphytic"	"Magnoliales"	"Mbnt15"	0	338366	0
"647"	"Epiphytic"	"Magnoliales"	"Methylomirabilota"	4	338366	1.18215187105087e-05
"648"	"Epiphytic"	"Magnoliales"	"Modulibacteria"	0	338366	0
"649"	"Epiphytic"	"Magnoliales"	"Myxococcota"	5228	338366	0.0154507249546349
"650"	"Epiphytic"	"Magnoliales"	"Nb1-j"	0	338366	0
"651"	"Epiphytic"	"Magnoliales"	"Nitrospinota"	0	338366	0
"652"	"Epiphytic"	"Magnoliales"	"Nitrospirota"	6	338366	1.77322780657631e-05
"653"	"Epiphytic"	"Magnoliales"	"Patescibacteria"	47	338366	0.000138902844848478
"654"	"Epiphytic"	"Magnoliales"	"Pauc34f"	0	338366	0
"655"	"Epiphytic"	"Magnoliales"	"Planctomycetota"	4162	338366	0.0123002902182843
"656"	"Epiphytic"	"Magnoliales"	"Proteobacteria"	201176	338366	0.594551462026326
"657"	"Epiphytic"	"Magnoliales"	"Rcp2-54"	3	338366	8.86613903288155e-06
"658"	"Epiphytic"	"Magnoliales"	"Sar324"	0	338366	0
"659"	"Epiphytic"	"Magnoliales"	"Spirochaetota"	5	338366	1.47768983881359e-05
"660"	"Epiphytic"	"Magnoliales"	"Sumerlaeota"	0	338366	0
"661"	"Epiphytic"	"Magnoliales"	"Sva0485"	0	338366	0
"662"	"Epiphytic"	"Magnoliales"	"Ta06"	0	338366	0
"663"	"Epiphytic"	"Magnoliales"	"Verrucomicrobiota"	3616	338366	0.0106866529142999
"664"	"Epiphytic"	"Magnoliales"	"Wor-1"	0	338366	0
"665"	"Epiphytic"	"Magnoliales"	"Wps-2"	679	338366	0.00200670280110886
