"Compartment"	"Host_order"	"Rank_2"	"total_reads"	"total_reads_com_host"	"prop"
"991"	"Epiphytic"	"Rosales"	"Gemmatimonadota"	71	486822	0.000145843860795116
"992"	"Epiphytic"	"Rosales"	"Latescibacterota"	0	486822	0
"993"	"Epiphytic"	"Rosales"	"Methylomirabilota"	0	486822	0
"994"	"Epiphytic"	"Rosales"	"Myxococcota"	8692	486822	0.0178545751835373
"995"	"Epiphytic"	"Rosales"	"Nb1-j"	0	486822	0
"996"	"Epiphytic"	"Rosales"	"Nitrospirota"	0	486822	0
"997"	"Epiphytic"	"Rosales"	"Patescibacteria"	78	486822	0.000160222832986184
"998"	"Epiphytic"	"Rosales"	"Planctomycetota"	3	486822	6.16241665331476e-06
"999"	"Epiphytic"	"Rosales"	"Proteobacteria"	386788	486822	0.794516270834104
"1000"	"Epiphytic"	"Rosales"	"Rcp2-54"	0	486822	0
"1001"	"Epiphytic"	"Rosales"	"Sar324"	3	486822	6.16241665331476e-06
"1002"	"Epiphytic"	"Rosales"	"Spirochaetota"	0	486822	0
"1003"	"Epiphytic"	"Rosales"	"Sumerlaeota"	0	486822	0
"1004"	"Epiphytic"	"Rosales"	"Verrucomicrobiota"	183	486822	0.000375907415852201
"1005"	"Epiphytic"	"Rosales"	"Wps-2"	0	486822	0
"1006"	"Epiphytic"	"Rosales"	"Ws4"	0	486822	0
"1007"	"Epiphytic"	"Sapindales"	"Abditibacteriota"	1918	1357140	0.00141326613319186
"1008"	"Epiphytic"	"Sapindales"	"Acidobacteriota"	20837	1357140	0.0153536112707606
"1009"	"Epiphytic"	"Sapindales"	"Actinobacteriota"	81924	1357140	0.0603651797161678
"1010"	"Epiphytic"	"Sapindales"	"Apal-e12"	0	1357140	0
"1011"	"Epiphytic"	"Sapindales"	"Aquificota"	0	1357140	0
"1012"	"Epiphytic"	"Sapindales"	"Armatimonadota"	2003	1357140	0.00147589784399546
"1013"	"Epiphytic"	"Sapindales"	"Bacteroidota"	165840	1357140	0.122198151996109
"1014"	"Epiphytic"	"Sapindales"	"Bdellovibrionota"	2052	1357140	0.0015120031831646
"1015"	"Epiphytic"	"Sapindales"	"Calditrichota"	0	1357140	0
"1016"	"Epiphytic"	"Sapindales"	"Campilobacterota"	27	1357140	1.989477872585e-05
"1017"	"Epiphytic"	"Sapindales"	"Chloroflexi"	484	1357140	0.000356632329752273
"1018"	"Epiphytic"	"Sapindales"	"Cloacimonadota"	0	1357140	0
"1019"	"Epiphytic"	"Sapindales"	"Cyanobacteria"	1353	1357140	0.000996949467262036
"1020"	"Epiphytic"	"Sapindales"	"Dadabacteria"	3	1357140	2.21053096953888e-06
"1021"	"Epiphytic"	"Sapindales"	"Deferribacterota"	38	1357140	2.80000589474925e-05
"1022"	"Epiphytic"	"Sapindales"	"Deferrisomatota"	0	1357140	0
"1023"	"Epiphytic"	"Sapindales"	"Deinococcota"	1571	1357140	0.00115758138438186
"1024"	"Epiphytic"	"Sapindales"	"Dependentiae"	39	1357140	2.87369026040055e-05
"1025"	"Epiphytic"	"Sapindales"	"Desulfobacterota"	456	1357140	0.00033600070736991
"1026"	"Epiphytic"	"Sapindales"	"Elusimicrobiota"	8	1357140	5.89474925210369e-06
"1027"	"Epiphytic"	"Sapindales"	"Entotheonellaeota"	66	1357140	4.86316813298554e-05
"1028"	"Epiphytic"	"Sapindales"	"Fcpu426"	0	1357140	0
"1029"	"Epiphytic"	"Sapindales"	"Fermentibacterota"	0	1357140	0
"1030"	"Epiphytic"	"Sapindales"	"Fibrobacterota"	7	1357140	5.15790559559073e-06
"1031"	"Epiphytic"	"Sapindales"	"Firmicutes"	24434	1357140	0.0180040379032377
"1032"	"Epiphytic"	"Sapindales"	"Fusobacteriota"	56	1357140	4.12632447647258e-05
"1033"	"Epiphytic"	"Sapindales"	"Gal15"	2	1357140	1.47368731302592e-06
"1034"	"Epiphytic"	"Sapindales"	"Gemmatimonadota"	772	1357140	0.000568843302828006
"1035"	"Epiphytic"	"Sapindales"	"Hydrogenedentes"	0	1357140	0
"1036"	"Epiphytic"	"Sapindales"	"Latescibacterota"	30	1357140	2.21053096953888e-05
"1037"	"Epiphytic"	"Sapindales"	"Lcp-89"	0	1357140	0
"1038"	"Epiphytic"	"Sapindales"	"Marinimicrobia"	0	1357140	0
"1039"	"Epiphytic"	"Sapindales"	"Mbnt15"	3	1357140	2.21053096953888e-06
"1040"	"Epiphytic"	"Sapindales"	"Methylomirabilota"	101	1357140	7.44212093078091e-05
"1041"	"Epiphytic"	"Sapindales"	"Modulibacteria"	0	1357140	0
"1042"	"Epiphytic"	"Sapindales"	"Myxococcota"	19999	1357140	0.0147361362866027
"1043"	"Epiphytic"	"Sapindales"	"Nb1-j"	11	1357140	8.10528022164257e-06
"1044"	"Epiphytic"	"Sapindales"	"Nitrospirota"	60	1357140	4.42106193907777e-05
"1045"	"Epiphytic"	"Sapindales"	"Patescibacteria"	400	1357140	0.000294737462605184
"1046"	"Epiphytic"	"Sapindales"	"Planctomycetota"	634	1357140	0.000467158878229217
"1047"	"Epiphytic"	"Sapindales"	"Proteobacteria"	1030576	1357140	0.759373388154501
"1048"	"Epiphytic"	"Sapindales"	"Rcp2-54"	0	1357140	0
"1049"	"Epiphytic"	"Sapindales"	"Sar324"	2	1357140	1.47368731302592e-06
"1050"	"Epiphytic"	"Sapindales"	"Schekmanbacteria"	0	1357140	0
"1051"	"Epiphytic"	"Sapindales"	"Spirochaetota"	4	1357140	2.94737462605184e-06
"1052"	"Epiphytic"	"Sapindales"	"Sumerlaeota"	4	1357140	2.94737462605184e-06
"1053"	"Epiphytic"	"Sapindales"	"Sva0485"	0	1357140	0
"1054"	"Epiphytic"	"Sapindales"	"Synergistota"	15	1357140	1.10526548476944e-05
"1055"	"Epiphytic"	"Sapindales"	"Tx1a-33"	0	1357140	0
"1056"	"Epiphytic"	"Sapindales"	"Verrucomicrobiota"	1404	1357140	0.0010345284937442
"1057"	"Epiphytic"	"Sapindales"	"Wps-2"	7	1357140	5.15790559559073e-06
"1058"	"Epiphytic"	"Sapindales"	"Ws2"	0	1357140	0
"1059"	"Epiphytic"	"Sapindales"	"Ws4"	0	1357140	0
"1060"	"Epiphytic"	"Sapindales"	"Zixibacteria"	0	1357140	0
"1061"	"Epiphytic"	"Solanales"	"Abditibacteriota"	0	142	0
"1062"	"Epiphytic"	"Solanales"	"Acidobacteriota"	0	142	0
"1063"	"Epiphytic"	"Solanales"	"Actinobacteriota"	10	142	0.0704225352112676
"1064"	"Epiphytic"	"Solanales"	"Apal-e12"	0	142	0
"1065"	"Epiphytic"	"Solanales"	"Armatimonadota"	0	142	0
"1066"	"Epiphytic"	"Solanales"	"Bacteroidota"	0	142	0
"1067"	"Epiphytic"	"Solanales"	"Bdellovibrionota"	0	142	0
"1068"	"Epiphytic"	"Solanales"	"Calditrichota"	0	142	0
"1069"	"Epiphytic"	"Solanales"	"Campilobacterota"	0	142	0
"1070"	"Epiphytic"	"Solanales"	"Chloroflexi"	0	142	0
"1071"	"Epiphytic"	"Solanales"	"Cloacimonadota"	0	142	0
"1072"	"Epiphytic"	"Solanales"	"Cyanobacteria"	20	142	0.140845070422535
"1073"	"Epiphytic"	"Solanales"	"Dadabacteria"	0	142	0
"1074"	"Epiphytic"	"Solanales"	"Deferribacterota"	0	142	0
"1075"	"Epiphytic"	"Solanales"	"Deferrisomatota"	0	142	0
"1076"	"Epiphytic"	"Solanales"	"Deinococcota"	0	142	0
"1077"	"Epiphytic"	"Solanales"	"Dependentiae"	0	142	0
"1078"	"Epiphytic"	"Solanales"	"Desulfobacterota"	0	142	0
"1079"	"Epiphytic"	"Solanales"	"Elusimicrobiota"	0	142	0
"1080"	"Epiphytic"	"Solanales"	"Entotheonellaeota"	0	142	0
"1081"	"Epiphytic"	"Solanales"	"Fcpu426"	0	142	0
"1082"	"Epiphytic"	"Solanales"	"Fermentibacterota"	0	142	0
"1083"	"Epiphytic"	"Solanales"	"Fibrobacterota"	0	142	0
"1084"	"Epiphytic"	"Solanales"	"Firmicutes"	5	142	0.0352112676056338
"1085"	"Epiphytic"	"Solanales"	"Fusobacteriota"	0	142	0
"1086"	"Epiphytic"	"Solanales"	"Gal15"	0	142	0
"1087"	"Epiphytic"	"Solanales"	"Gemmatimonadota"	0	142	0
"1088"	"Epiphytic"	"Solanales"	"Hydrogenedentes"	0	142	0
"1089"	"Epiphytic"	"Solanales"	"Latescibacterota"	0	142	0
"1090"	"Epiphytic"	"Solanales"	"Lcp-89"	0	142	0
"1091"	"Epiphytic"	"Solanales"	"Marinimicrobia"	0	142	0
"1092"	"Epiphytic"	"Solanales"	"Mbnt15"	0	142	0
"1093"	"Epiphytic"	"Solanales"	"Methylomirabilota"	0	142	0
"1094"	"Epiphytic"	"Solanales"	"Modulibacteria"	0	142	0
"1095"	"Epiphytic"	"Solanales"	"Myxococcota"	0	142	0
"1096"	"Epiphytic"	"Solanales"	"Nb1-j"	0	142	0
"1097"	"Epiphytic"	"Solanales"	"Nitrospirota"	0	142	0
"1098"	"Epiphytic"	"Solanales"	"Patescibacteria"	0	142	0
"1099"	"Epiphytic"	"Solanales"	"Planctomycetota"	0	142	0
"1100"	"Epiphytic"	"Solanales"	"Proteobacteria"	107	142	0.753521126760563
"1101"	"Epiphytic"	"Solanales"	"Rcp2-54"	0	142	0
"1102"	"Epiphytic"	"Solanales"	"Sar324"	0	142	0
"1103"	"Epiphytic"	"Solanales"	"Schekmanbacteria"	0	142	0
"1104"	"Epiphytic"	"Solanales"	"Spirochaetota"	0	142	0
"1105"	"Epiphytic"	"Solanales"	"Sumerlaeota"	0	142	0
"1106"	"Epiphytic"	"Solanales"	"Sva0485"	0	142	0
"1107"	"Epiphytic"	"Solanales"	"Synergistota"	0	142	0
"1108"	"Epiphytic"	"Solanales"	"Verrucomicrobiota"	0	142	0
"1109"	"Epiphytic"	"Solanales"	"Wps-2"	0	142	0
"1110"	"Epiphytic"	"Solanales"	"Ws2"	0	142	0
"1111"	"Epiphytic"	"Solanales"	"Zixibacteria"	0	142	0
"1112"	"Epiphytic"	"Vitales"	"Abditibacteriota"	124	823000	0.000150668286755772
"1113"	"Epiphytic"	"Vitales"	"Acidobacteriota"	3681	823000	0.0044726609963548
"1114"	"Epiphytic"	"Vitales"	"Actinobacteriota"	262562	823000	0.319030376670717
"1115"	"Epiphytic"	"Vitales"	"Armatimonadota"	243	823000	0.000295261239368165
"1116"	"Epiphytic"	"Vitales"	"Bacteroidota"	20675	823000	0.0251215066828676
"1117"	"Epiphytic"	"Vitales"	"Bdellovibrionota"	995	823000	0.0012089914945322
"1118"	"Epiphytic"	"Vitales"	"Campilobacterota"	59	823000	7.16889428918591e-05
"1119"	"Epiphytic"	"Vitales"	"Chloroflexi"	7255	823000	0.00881530984204131
"1120"	"Epiphytic"	"Vitales"	"Cyanobacteria"	29590	823000	0.0359538274605103
"1121"	"Epiphytic"	"Vitales"	"Deinococcota"	2809	823000	0.0034131227217497
"1122"	"Epiphytic"	"Vitales"	"Dependentiae"	0	823000	0
"1123"	"Epiphytic"	"Vitales"	"Desulfobacterota"	81	823000	9.84204131227218e-05
"1124"	"Epiphytic"	"Vitales"	"Elusimicrobiota"	20	823000	2.43013365735115e-05
"1125"	"Epiphytic"	"Vitales"	"Entotheonellaeota"	52	823000	6.318347509113e-05
"1126"	"Epiphytic"	"Vitales"	"Fibrobacterota"	97	823000	0.000117861482381531
"1127"	"Epiphytic"	"Vitales"	"Firmicutes"	285474	823000	0.346869987849332
"1128"	"Epiphytic"	"Vitales"	"Fusobacteriota"	346	823000	0.00042041312272175
"1129"	"Epiphytic"	"Vitales"	"Gemmatimonadota"	4529	823000	0.00550303766707169
"1130"	"Epiphytic"	"Vitales"	"Halanaerobiaeota"	14	823000	1.70109356014581e-05
"1131"	"Epiphytic"	"Vitales"	"Latescibacterota"	0	823000	0
"1132"	"Epiphytic"	"Vitales"	"Mbnt15"	0	823000	0
"1133"	"Epiphytic"	"Vitales"	"Myxococcota"	10605	823000	0.0128857837181045
"1134"	"Epiphytic"	"Vitales"	"Nb1-j"	0	823000	0
"1135"	"Epiphytic"	"Vitales"	"Nitrospirota"	32	823000	3.88821385176185e-05
"1136"	"Epiphytic"	"Vitales"	"Patescibacteria"	3259	823000	0.00395990279465371
"1137"	"Epiphytic"	"Vitales"	"Planctomycetota"	14	823000	1.70109356014581e-05
"1138"	"Epiphytic"	"Vitales"	"Proteobacteria"	189442	823000	0.230184690157959
"1139"	"Epiphytic"	"Vitales"	"Rcp2-54"	23	823000	2.79465370595383e-05
"1140"	"Epiphytic"	"Vitales"	"Sar324"	12	823000	1.45808019441069e-05
"1141"	"Epiphytic"	"Vitales"	"Spirochaetota"	87	823000	0.000105710814094775
"1142"	"Epiphytic"	"Vitales"	"Verrucomicrobiota"	920	823000	0.00111786148238153
"1143"	"Total_phyllosphere"	"Alismatales"	"Abditibacteriota"	0	607036	0
"1144"	"Total_phyllosphere"	"Alismatales"	"Acidobacteriota"	2955	607036	0.00486791557667091
"1145"	"Total_phyllosphere"	"Alismatales"	"Actinobacteriota"	6099	607036	0.0100471800683979
"1146"	"Total_phyllosphere"	"Alismatales"	"Apal-e12"	7	607036	1.15314412983744e-05
"1147"	"Total_phyllosphere"	"Alismatales"	"Armatimonadota"	0	607036	0
"1148"	"Total_phyllosphere"	"Alismatales"	"Bacteriap25"	0	607036	0
"1149"	"Total_phyllosphere"	"Alismatales"	"Bacteroidota"	76754	607036	0.126440606487918
"1150"	"Total_phyllosphere"	"Alismatales"	"Bdellovibrionota"	3690	607036	0.00607871691300022
"1151"	"Total_phyllosphere"	"Alismatales"	"Caldatribacteriota"	0	607036	0
"1152"	"Total_phyllosphere"	"Alismatales"	"Caldisericota"	0	607036	0
"1153"	"Total_phyllosphere"	"Alismatales"	"Calditrichota"	2289	607036	0.00377078130456843
"1154"	"Total_phyllosphere"	"Alismatales"	"Campilobacterota"	17455	607036	0.028754472551875
"1155"	"Total_phyllosphere"	"Alismatales"	"Chloroflexi"	10788	607036	0.0177715983895519
"1156"	"Total_phyllosphere"	"Alismatales"	"Cloacimonadota"	68	607036	0.000112019715469923
"1157"	"Total_phyllosphere"	"Alismatales"	"Cyanobacteria"	2158	607036	0.00355497861741314
"1158"	"Total_phyllosphere"	"Alismatales"	"Dadabacteria"	2	607036	3.29469751382126e-06
"1159"	"Total_phyllosphere"	"Alismatales"	"Deferribacterota"	89	607036	0.000146614039365046
"1160"	"Total_phyllosphere"	"Alismatales"	"Deferrisomatota"	163	607036	0.000268517847376432
"1161"	"Total_phyllosphere"	"Alismatales"	"Deinococcota"	276	607036	0.000454668256907333
"1162"	"Total_phyllosphere"	"Alismatales"	"Dependentiae"	74	607036	0.000121903808011386
"1163"	"Total_phyllosphere"	"Alismatales"	"Desulfobacterota"	83037	607036	0.136790898727588
"1164"	"Total_phyllosphere"	"Alismatales"	"Elusimicrobiota"	75	607036	0.000123551156768297
"1165"	"Total_phyllosphere"	"Alismatales"	"Entotheonellaeota"	0	607036	0
"1166"	"Total_phyllosphere"	"Alismatales"	"Fcpu426"	13	607036	2.14155338398382e-05
"1167"	"Total_phyllosphere"	"Alismatales"	"Fermentibacterota"	252	607036	0.000415131886741478
"1168"	"Total_phyllosphere"	"Alismatales"	"Fibrobacterota"	2521	607036	0.00415296621617169
"1169"	"Total_phyllosphere"	"Alismatales"	"Firmicutes"	10567	607036	0.0174075343142746
"1170"	"Total_phyllosphere"	"Alismatales"	"Fusobacteriota"	2283	607036	0.00376089721202696
"1171"	"Total_phyllosphere"	"Alismatales"	"Gal15"	0	607036	0
"1172"	"Total_phyllosphere"	"Alismatales"	"Gemmatimonadota"	478	607036	0.00078743270580328
"1173"	"Total_phyllosphere"	"Alismatales"	"Hydrogenedentes"	3	607036	4.94204627073188e-06
"1174"	"Total_phyllosphere"	"Alismatales"	"Latescibacterota"	285	607036	0.000469494395719529
"1175"	"Total_phyllosphere"	"Alismatales"	"Lcp-89"	65	607036	0.000107077669199191
"1176"	"Total_phyllosphere"	"Alismatales"	"Marinimicrobia"	232	607036	0.000382184911603266
"1177"	"Total_phyllosphere"	"Alismatales"	"Mbnt15"	16	607036	2.635758011057e-05
"1178"	"Total_phyllosphere"	"Alismatales"	"Methylomirabilota"	0	607036	0
"1179"	"Total_phyllosphere"	"Alismatales"	"Modulibacteria"	2597	607036	0.0042781647216969
"1180"	"Total_phyllosphere"	"Alismatales"	"Myxococcota"	5085	607036	0.00837676842889054
"1181"	"Total_phyllosphere"	"Alismatales"	"Nb1-j"	138	607036	0.000227334128453667
"1182"	"Total_phyllosphere"	"Alismatales"	"Nitrospinota"	0	607036	0
"1183"	"Total_phyllosphere"	"Alismatales"	"Nitrospirota"	55	607036	9.06041816300845e-05
"1184"	"Total_phyllosphere"	"Alismatales"	"Patescibacteria"	674	607036	0.00111031306215776
"1185"	"Total_phyllosphere"	"Alismatales"	"Pauc34f"	0	607036	0
"1186"	"Total_phyllosphere"	"Alismatales"	"Planctomycetota"	7689	607036	0.0126664645918858
"1187"	"Total_phyllosphere"	"Alismatales"	"Proteobacteria"	343184	607036	0.565343735791617
"1188"	"Total_phyllosphere"	"Alismatales"	"Rcp2-54"	0	607036	0
"1189"	"Total_phyllosphere"	"Alismatales"	"Sar324"	2736	607036	0.00450714619890748
"1190"	"Total_phyllosphere"	"Alismatales"	"Schekmanbacteria"	4	607036	6.58939502764251e-06
"1191"	"Total_phyllosphere"	"Alismatales"	"Spirochaetota"	14951	607036	0.0246295112645708
"1192"	"Total_phyllosphere"	"Alismatales"	"Sumerlaeota"	4	607036	6.58939502764251e-06
"1193"	"Total_phyllosphere"	"Alismatales"	"Sva0485"	113	607036	0.000186150409530901
"1194"	"Total_phyllosphere"	"Alismatales"	"Synergistota"	0	607036	0
"1195"	"Total_phyllosphere"	"Alismatales"	"Ta06"	0	607036	0
"1196"	"Total_phyllosphere"	"Alismatales"	"Verrucomicrobiota"	6930	607036	0.0114161268853907
"1197"	"Total_phyllosphere"	"Alismatales"	"Wor-1"	0	607036	0
"1198"	"Total_phyllosphere"	"Alismatales"	"Wps-2"	9	607036	1.48261388121957e-05
"1199"	"Total_phyllosphere"	"Alismatales"	"Ws1"	0	607036	0
"1200"	"Total_phyllosphere"	"Alismatales"	"Ws2"	18	607036	2.96522776243913e-05
"1201"	"Total_phyllosphere"	"Alismatales"	"Ws4"	0	607036	0
"1202"	"Total_phyllosphere"	"Alismatales"	"Zixibacteria"	155	607036	0.000255339057321147
"1203"	"Total_phyllosphere"	"Arecales"	"Abditibacteriota"	190	108742	0.00174725497048059
"1204"	"Total_phyllosphere"	"Arecales"	"Acidobacteriota"	1813	108742	0.0166724908499016
"1205"	"Total_phyllosphere"	"Arecales"	"Actinobacteriota"	8575	108742	0.0788563756414265
"1206"	"Total_phyllosphere"	"Arecales"	"Aerophobota"	0	108742	0
"1207"	"Total_phyllosphere"	"Arecales"	"Aquificota"	0	108742	0
"1208"	"Total_phyllosphere"	"Arecales"	"Armatimonadota"	0	108742	0
"1209"	"Total_phyllosphere"	"Arecales"	"Bacteroidota"	24583	108742	0.226067204943812
"1210"	"Total_phyllosphere"	"Arecales"	"Bdellovibrionota"	0	108742	0
"1211"	"Total_phyllosphere"	"Arecales"	"Caldatribacteriota"	0	108742	0
"1212"	"Total_phyllosphere"	"Arecales"	"Caldisericota"	76	108742	0.000698901988192235
"1213"	"Total_phyllosphere"	"Arecales"	"Calditrichota"	0	108742	0
"1214"	"Total_phyllosphere"	"Arecales"	"Campilobacterota"	217	108742	0.00199554909786467
"1215"	"Total_phyllosphere"	"Arecales"	"Caulobacterales"	0	108742	0
"1216"	"Total_phyllosphere"	"Arecales"	"Chloroflexi"	1484	108742	0.0136469809273326
"1217"	"Total_phyllosphere"	"Arecales"	"Cloacimonadota"	0	108742	0
"1218"	"Total_phyllosphere"	"Arecales"	"Coprothermobacterota"	0	108742	0
"1219"	"Total_phyllosphere"	"Arecales"	"Cyanobacteria"	1322	108742	0.0121572161630281
"1220"	"Total_phyllosphere"	"Arecales"	"Dadabacteria"	0	108742	0
"1221"	"Total_phyllosphere"	"Arecales"	"Deferribacterota"	0	108742	0
"1222"	"Total_phyllosphere"	"Arecales"	"Deinococcota"	100	108742	0.000919607879200309
"1223"	"Total_phyllosphere"	"Arecales"	"Dependentiae"	0	108742	0
"1224"	"Total_phyllosphere"	"Arecales"	"Desulfobacterota"	42	108742	0.00038623530926413
"1225"	"Total_phyllosphere"	"Arecales"	"Elusimicrobiota"	25	108742	0.000229901969800077
"1226"	"Total_phyllosphere"	"Arecales"	"Entotheonellaeota"	0	108742	0
"1227"	"Total_phyllosphere"	"Arecales"	"Fcpu426"	0	108742	0
"1228"	"Total_phyllosphere"	"Arecales"	"Fibrobacterota"	0	108742	0
"1229"	"Total_phyllosphere"	"Arecales"	"Firmicutes"	26866	108742	0.247061852825955
"1230"	"Total_phyllosphere"	"Arecales"	"Fusobacteriota"	423	108742	0.00388994132901731
"1231"	"Total_phyllosphere"	"Arecales"	"Gal15"	0	108742	0
"1232"	"Total_phyllosphere"	"Arecales"	"Gemmatimonadota"	6	108742	5.51764727520185e-05
"1233"	"Total_phyllosphere"	"Arecales"	"Halanaerobiaeota"	0	108742	0
"1234"	"Total_phyllosphere"	"Arecales"	"Hydrogenedentes"	8	108742	7.35686303360247e-05
"1235"	"Total_phyllosphere"	"Arecales"	"Hydrothermae"	0	108742	0
"1236"	"Total_phyllosphere"	"Arecales"	"Latescibacterota"	0	108742	0
"1237"	"Total_phyllosphere"	"Arecales"	"Marinimicrobia"	0	108742	0
"1238"	"Total_phyllosphere"	"Arecales"	"Mbnt15"	0	108742	0
"1239"	"Total_phyllosphere"	"Arecales"	"Methylomirabilota"	178	108742	0.00163690202497655
"1240"	"Total_phyllosphere"	"Arecales"	"Myxococcota"	878	108742	0.00807415717937871
"1241"	"Total_phyllosphere"	"Arecales"	"Nb1-j"	3	108742	2.75882363760093e-05
"1242"	"Total_phyllosphere"	"Arecales"	"Nitrospirota"	21	108742	0.000193117654632065
"1243"	"Total_phyllosphere"	"Arecales"	"Patescibacteria"	837	108742	0.00769711794890659
"1244"	"Total_phyllosphere"	"Arecales"	"Planctomycetota"	1269	108742	0.0116698239870519
"1245"	"Total_phyllosphere"	"Arecales"	"Proteobacteria"	39794	108742	0.365948759448971
"1246"	"Total_phyllosphere"	"Arecales"	"Rcp2-54"	0	108742	0
"1247"	"Total_phyllosphere"	"Arecales"	"Sar324"	0	108742	0
"1248"	"Total_phyllosphere"	"Arecales"	"Spirochaetota"	6	108742	5.51764727520185e-05
"1249"	"Total_phyllosphere"	"Arecales"	"Sumerlaeota"	0	108742	0
"1250"	"Total_phyllosphere"	"Arecales"	"Sva0485"	3	108742	2.75882363760093e-05
"1251"	"Total_phyllosphere"	"Arecales"	"Synergistota"	0	108742	0
"1252"	"Total_phyllosphere"	"Arecales"	"Ta06"	0	108742	0
"1253"	"Total_phyllosphere"	"Arecales"	"Thermotogota"	0	108742	0
"1254"	"Total_phyllosphere"	"Arecales"	"Verrucomicrobiota"	23	108742	0.000211509812216071
"1255"	"Total_phyllosphere"	"Arecales"	"Wps-2"	0	108742	0
"1256"	"Total_phyllosphere"	"Arecales"	"Ws2"	0	108742	0
"1257"	"Total_phyllosphere"	"Arecales"	"Zixibacteria"	0	108742	0
"1258"	"Total_phyllosphere"	"Brassicales"	"Abditibacteriota"	818	2080471	0.000393180198137826
"1259"	"Total_phyllosphere"	"Brassicales"	"Acidobacteriota"	8189	2080471	0.00393612792487855
"1260"	"Total_phyllosphere"	"Brassicales"	"Actinobacteriota"	216838	2080471	0.10422543741297
"1261"	"Total_phyllosphere"	"Brassicales"	"Aerophobota"	0	2080471	0
"1262"	"Total_phyllosphere"	"Brassicales"	"Aquificota"	6	2080471	2.88396233352928e-06
"1263"	"Total_phyllosphere"	"Brassicales"	"Armatimonadota"	210	2080471	0.000100938681673525
"1264"	"Total_phyllosphere"	"Brassicales"	"Bacteriap25"	0	2080471	0
"1265"	"Total_phyllosphere"	"Brassicales"	"Bacteroidota"	151131	2080471	0.0726426852381023
"1266"	"Total_phyllosphere"	"Brassicales"	"Bdellovibrionota"	3326	2080471	0.00159867645355307
"1267"	"Total_phyllosphere"	"Brassicales"	"Caldatribacteriota"	0	2080471	0
"1268"	"Total_phyllosphere"	"Brassicales"	"Caldisericota"	0	2080471	0
"1269"	"Total_phyllosphere"	"Brassicales"	"Calditrichota"	0	2080471	0
"1270"	"Total_phyllosphere"	"Brassicales"	"Campilobacterota"	50	2080471	2.40330194460774e-05
"1271"	"Total_phyllosphere"	"Brassicales"	"Caulobacterales"	0	2080471	0
"1272"	"Total_phyllosphere"	"Brassicales"	"Chloroflexi"	14960	2080471	0.00719067941826634
"1273"	"Total_phyllosphere"	"Brassicales"	"Cloacimonadota"	0	2080471	0
"1274"	"Total_phyllosphere"	"Brassicales"	"Coprothermobacterota"	0	2080471	0
"1275"	"Total_phyllosphere"	"Brassicales"	"Cyanobacteria"	17453	2080471	0.00838896576784776
"1276"	"Total_phyllosphere"	"Brassicales"	"Dadabacteria"	0	2080471	0
"1277"	"Total_phyllosphere"	"Brassicales"	"Deferribacterota"	0	2080471	0
"1278"	"Total_phyllosphere"	"Brassicales"	"Deferrisomatota"	0	2080471	0
"1279"	"Total_phyllosphere"	"Brassicales"	"Deinococcota"	9375	2080471	0.0045061911461395
"1280"	"Total_phyllosphere"	"Brassicales"	"Dependentiae"	172	2080471	8.26735868945061e-05
"1281"	"Total_phyllosphere"	"Brassicales"	"Desulfobacterota"	599	2080471	0.000287915572964007
"1282"	"Total_phyllosphere"	"Brassicales"	"Elusimicrobiota"	47	2080471	2.25910382793127e-05
"1283"	"Total_phyllosphere"	"Brassicales"	"Entotheonellaeota"	27	2080471	1.29778305008818e-05
"1284"	"Total_phyllosphere"	"Brassicales"	"Fcpu426"	10	2080471	4.80660388921547e-06
"1285"	"Total_phyllosphere"	"Brassicales"	"Fermentibacterota"	0	2080471	0
"1286"	"Total_phyllosphere"	"Brassicales"	"Fibrobacterota"	173	2080471	8.31542472834276e-05
"1287"	"Total_phyllosphere"	"Brassicales"	"Firmicutes"	182443	2080471	0.0876931233360138
"1288"	"Total_phyllosphere"	"Brassicales"	"Fusobacteriota"	21	2080471	1.00938681673525e-05
"1289"	"Total_phyllosphere"	"Brassicales"	"Gal15"	0	2080471	0
"1290"	"Total_phyllosphere"	"Brassicales"	"Gemmatimonadota"	4360	2080471	0.00209567929569795
"1291"	"Total_phyllosphere"	"Brassicales"	"Halanaerobiaeota"	0	2080471	0
"1292"	"Total_phyllosphere"	"Brassicales"	"Hydrogenedentes"	17	2080471	8.1712266116663e-06
"1293"	"Total_phyllosphere"	"Brassicales"	"Hydrothermae"	0	2080471	0
"1294"	"Total_phyllosphere"	"Brassicales"	"Latescibacterota"	4	2080471	1.92264155568619e-06
"1295"	"Total_phyllosphere"	"Brassicales"	"Lcp-89"	0	2080471	0
"1296"	"Total_phyllosphere"	"Brassicales"	"Marinimicrobia"	0	2080471	0
"1297"	"Total_phyllosphere"	"Brassicales"	"Mbnt15"	15	2080471	7.20990583382321e-06
"1298"	"Total_phyllosphere"	"Brassicales"	"Methylomirabilota"	49	2080471	2.35523590571558e-05
"1299"	"Total_phyllosphere"	"Brassicales"	"Modulibacteria"	0	2080471	0
"1300"	"Total_phyllosphere"	"Brassicales"	"Myxococcota"	11156	2080471	0.00536224729880878
"1301"	"Total_phyllosphere"	"Brassicales"	"Nb1-j"	63	2080471	3.02816045020575e-05
"1302"	"Total_phyllosphere"	"Brassicales"	"Nitrospinota"	0	2080471	0
"1303"	"Total_phyllosphere"	"Brassicales"	"Nitrospirota"	466	2080471	0.000223987741237441
