"Compartment"	"Host_order"	"Class"	"total_reads"	"total_reads_com_host"	"prop"
"999"	"Epiphytic"	"Ericales"	"Geminibasidiomycetes"	0	191256	0
"1000"	"Epiphytic"	"Ericales"	"Glomeromycetes"	0	191256	0
"1001"	"Epiphytic"	"Ericales"	"Gs17"	0	191256	0
"1002"	"Epiphytic"	"Ericales"	"GS17"	0	191256	0
"1003"	"Epiphytic"	"Ericales"	"Kickxellomycetes"	0	191256	0
"1004"	"Epiphytic"	"Ericales"	"Laboulbeniomycetes"	0	191256	0
"1005"	"Epiphytic"	"Ericales"	"Lecanoromycetes"	466	191256	0.00243652486719371
"1006"	"Epiphytic"	"Ericales"	"Leotiomycetes"	5168	191256	0.0270213744928264
"1007"	"Epiphytic"	"Ericales"	"Lobulomycetes"	0	191256	0
"1008"	"Epiphytic"	"Ericales"	"Malasseziomycetes"	464	191256	0.00242606767892249
"1009"	"Epiphytic"	"Ericales"	"Microbotryomycetes"	1246	191256	0.00651482829296859
"1010"	"Epiphytic"	"Ericales"	"Monoblepharidomycetes"	0	191256	0
"1011"	"Epiphytic"	"Ericales"	"Mortierellomycetes"	18	191256	9.41146944409587e-05
"1012"	"Epiphytic"	"Ericales"	"Mucoromycetes"	136	191256	0.000711088802442799
"1013"	"Epiphytic"	"Ericales"	"Olpidiomycetes"	0	191256	0
"1014"	"Epiphytic"	"Ericales"	"Orbiliomycetes"	646	191256	0.0033776718116033
"1015"	"Epiphytic"	"Ericales"	"Pezizomycetes"	364	191256	0.00190320826536161
"1016"	"Epiphytic"	"Ericales"	"Pucciniomycetes"	188	191256	0.000982975697494458
"1017"	"Epiphytic"	"Ericales"	"Rhizophlyctidomycetes"	8	191256	4.18287530848705e-05
"1018"	"Epiphytic"	"Ericales"	"Rhizophydiomycetes"	0	191256	0
"1019"	"Epiphytic"	"Ericales"	"Saccharomycetes"	4254	191256	0.0222424394528799
"1020"	"Epiphytic"	"Ericales"	"Sordariomycetes"	39276	191256	0.205358263270172
"1021"	"Epiphytic"	"Ericales"	"Spiculogloeomycetes"	54	191256	0.000282344083322876
"1022"	"Epiphytic"	"Ericales"	"Spizellomycetes"	248	191256	0.00129669134563099
"1023"	"Epiphytic"	"Ericales"	"Taphrinomycetes"	3534	191256	0.0184778516752416
"1024"	"Epiphytic"	"Ericales"	"Tremellomycetes"	8054	191256	0.0421110971681934
"1025"	"Epiphytic"	"Ericales"	"Tritirachiomycetes"	0	191256	0
"1026"	"Epiphytic"	"Ericales"	"Umbelopsidomycetes"	0	191256	0
"1027"	"Epiphytic"	"Ericales"	"Ustilaginomycetes"	48	191256	0.000250972518509223
"1028"	"Epiphytic"	"Ericales"	"Wallemiomycetes"	0	191256	0
"1029"	"Epiphytic"	"Fagales"	""	50297	316390	0.158971522488069
"1030"	"Epiphytic"	"Fagales"	"Agaricomycetes"	5588	316390	0.0176617465785897
"1031"	"Epiphytic"	"Fagales"	"Agaricostilbomycetes"	345	316390	0.00109042637251493
"1032"	"Epiphytic"	"Fagales"	"Aphelidiomycetes"	18	316390	5.68918107399096e-05
"1033"	"Epiphytic"	"Fagales"	"Archaeorhizomycetes"	0	316390	0
"1034"	"Epiphytic"	"Fagales"	"Archaeosporomycetes"	0	316390	0
"1035"	"Epiphytic"	"Fagales"	"Arthoniomycetes"	5963	316390	0.0188469926356712
"1036"	"Epiphytic"	"Fagales"	"Atractiellomycetes"	598	316390	0.00189007237902589
"1037"	"Epiphytic"	"Fagales"	"Basidiobolomycetes"	0	316390	0
"1038"	"Epiphytic"	"Fagales"	"Blastocladiomycetes"	0	316390	0
"1039"	"Epiphytic"	"Fagales"	"Calcarisporiellomycetes"	0	316390	0
"1040"	"Epiphytic"	"Fagales"	"Chytridiomycetes"	0	316390	0
"1041"	"Epiphytic"	"Fagales"	"Cystobasidiomycetes"	1833	316390	0.00579348272701413
"1042"	"Epiphytic"	"Fagales"	"Dacrymycetes"	0	316390	0
"1043"	"Epiphytic"	"Fagales"	"Dothideomycetes"	102162	316390	0.322898953822814
"1044"	"Epiphytic"	"Fagales"	"Endogonomycetes"	0	316390	0
"1045"	"Epiphytic"	"Fagales"	"Entomophthoromycetes"	0	316390	0
"1046"	"Epiphytic"	"Fagales"	"Eurotiomycetes"	8684	316390	0.0274471380258542
"1047"	"Epiphytic"	"Fagales"	"Exobasidiomycetes"	7428	316390	0.0234773538986694
"1048"	"Epiphytic"	"Fagales"	"Geminibasidiomycetes"	0	316390	0
"1049"	"Epiphytic"	"Fagales"	"Glomeromycetes"	0	316390	0
"1050"	"Epiphytic"	"Fagales"	"Gs17"	0	316390	0
"1051"	"Epiphytic"	"Fagales"	"GS17"	0	316390	0
"1052"	"Epiphytic"	"Fagales"	"Kickxellomycetes"	0	316390	0
"1053"	"Epiphytic"	"Fagales"	"Laboulbeniomycetes"	0	316390	0
"1054"	"Epiphytic"	"Fagales"	"Lecanoromycetes"	860	316390	0.00271816429090679
"1055"	"Epiphytic"	"Fagales"	"Leotiomycetes"	11370	316390	0.0359366604507096
"1056"	"Epiphytic"	"Fagales"	"Lobulomycetes"	0	316390	0
"1057"	"Epiphytic"	"Fagales"	"Malasseziomycetes"	4029	316390	0.0127342836372831
"1058"	"Epiphytic"	"Fagales"	"Microbotryomycetes"	461	316390	0.00145706248617213
"1059"	"Epiphytic"	"Fagales"	"Monoblepharidomycetes"	0	316390	0
"1060"	"Epiphytic"	"Fagales"	"Mortierellomycetes"	0	316390	0
"1061"	"Epiphytic"	"Fagales"	"Mucoromycetes"	894	316390	0.00282562660008218
"1062"	"Epiphytic"	"Fagales"	"Olpidiomycetes"	0	316390	0
"1063"	"Epiphytic"	"Fagales"	"Orbiliomycetes"	1092	316390	0.00345143651822118
"1064"	"Epiphytic"	"Fagales"	"Pezizomycetes"	276	316390	0.000872341098011947
"1065"	"Epiphytic"	"Fagales"	"Pucciniomycetes"	1550	316390	0.00489901703593666
"1066"	"Epiphytic"	"Fagales"	"Rhizophlyctidomycetes"	0	316390	0
"1067"	"Epiphytic"	"Fagales"	"Rhizophydiomycetes"	0	316390	0
"1068"	"Epiphytic"	"Fagales"	"Saccharomycetes"	445	316390	0.00140649198773665
"1069"	"Epiphytic"	"Fagales"	"Sanchytriomycetes"	0	316390	0
"1070"	"Epiphytic"	"Fagales"	"Sareomycetes"	0	316390	0
"1071"	"Epiphytic"	"Fagales"	"Sordariomycetes"	99157	316390	0.313401182085401
"1072"	"Epiphytic"	"Fagales"	"Spiculogloeomycetes"	68	316390	0.00021492461835077
"1073"	"Epiphytic"	"Fagales"	"Spizellomycetes"	208	316390	0.000657416479661178
"1074"	"Epiphytic"	"Fagales"	"Taphrinomycetes"	1972	316390	0.00623281393217232
"1075"	"Epiphytic"	"Fagales"	"Tremellomycetes"	10155	316390	0.0320964632257657
"1076"	"Epiphytic"	"Fagales"	"Tritirachiomycetes"	8	316390	2.52852492177376e-05
"1077"	"Epiphytic"	"Fagales"	"Umbelopsidomycetes"	0	316390	0
"1078"	"Epiphytic"	"Fagales"	"Ustilaginomycetes"	929	316390	0.00293624956540978
"1079"	"Epiphytic"	"Fagales"	"Wallemiomycetes"	0	316390	0
"1080"	"Epiphytic"	"Lamiales"	""	5510	422814	0.0130317349945839
"1081"	"Epiphytic"	"Lamiales"	"Agaricomycetes"	17594	422814	0.0416116779482231
"1082"	"Epiphytic"	"Lamiales"	"Agaricostilbomycetes"	812	422814	0.00192046620972815
"1083"	"Epiphytic"	"Lamiales"	"Aphelidiomycetes"	0	422814	0
"1084"	"Epiphytic"	"Lamiales"	"Archaeorhizomycetes"	6	422814	1.41906370176957e-05
"1085"	"Epiphytic"	"Lamiales"	"Archaeosporomycetes"	0	422814	0
"1086"	"Epiphytic"	"Lamiales"	"Arthoniomycetes"	82	422814	0.000193938705908508
"1087"	"Epiphytic"	"Lamiales"	"Atractiellomycetes"	134	422814	0.000316924226728538
"1088"	"Epiphytic"	"Lamiales"	"Basidiobolomycetes"	0	422814	0
"1089"	"Epiphytic"	"Lamiales"	"Blastocladiomycetes"	0	422814	0
"1090"	"Epiphytic"	"Lamiales"	"Calcarisporiellomycetes"	0	422814	0
"1091"	"Epiphytic"	"Lamiales"	"Chytridiomycetes"	0	422814	0
"1092"	"Epiphytic"	"Lamiales"	"Cystobasidiomycetes"	2922	422814	0.00691084022761782
"1093"	"Epiphytic"	"Lamiales"	"Dacrymycetes"	0	422814	0
"1094"	"Epiphytic"	"Lamiales"	"Dothideomycetes"	149388	422814	0.353318480466588
"1095"	"Epiphytic"	"Lamiales"	"Endogonomycetes"	0	422814	0
"1096"	"Epiphytic"	"Lamiales"	"Entomophthoromycetes"	16	422814	3.78416987138553e-05
"1097"	"Epiphytic"	"Lamiales"	"Eurotiomycetes"	20552	422814	0.0486076619979471
"1098"	"Epiphytic"	"Lamiales"	"Exobasidiomycetes"	1390	422814	0.00328749757576618
"1099"	"Epiphytic"	"Lamiales"	"Geminibasidiomycetes"	0	422814	0
"1100"	"Epiphytic"	"Lamiales"	"Glomeromycetes"	0	422814	0
"1101"	"Epiphytic"	"Lamiales"	"Gs17"	0	422814	0
"1102"	"Epiphytic"	"Lamiales"	"GS17"	0	422814	0
"1103"	"Epiphytic"	"Lamiales"	"Kickxellomycetes"	0	422814	0
"1104"	"Epiphytic"	"Lamiales"	"Laboulbeniomycetes"	0	422814	0
"1105"	"Epiphytic"	"Lamiales"	"Lecanoromycetes"	4460	422814	0.0105483735164872
"1106"	"Epiphytic"	"Lamiales"	"Leotiomycetes"	7946	422814	0.0187931336237684
"1107"	"Epiphytic"	"Lamiales"	"Lobulomycetes"	0	422814	0
"1108"	"Epiphytic"	"Lamiales"	"Malasseziomycetes"	2204	422814	0.00521269399783356
"1109"	"Epiphytic"	"Lamiales"	"Microbotryomycetes"	438	422814	0.00103591650229179
"1110"	"Epiphytic"	"Lamiales"	"Monoblepharidomycetes"	0	422814	0
"1111"	"Epiphytic"	"Lamiales"	"Mortierellomycetes"	0	422814	0
"1112"	"Epiphytic"	"Lamiales"	"Mucoromycetes"	12	422814	2.83812740353914e-05
"1113"	"Epiphytic"	"Lamiales"	"Olpidiomycetes"	0	422814	0
"1114"	"Epiphytic"	"Lamiales"	"Orbiliomycetes"	720	422814	0.00170287644212349
"1115"	"Epiphytic"	"Lamiales"	"Pezizomycetes"	232	422814	0.000548704631350901
"1116"	"Epiphytic"	"Lamiales"	"Pucciniomycetes"	356	422814	0.00084197779638328
"1117"	"Epiphytic"	"Lamiales"	"Rhizophlyctidomycetes"	434	422814	0.00102645607761332
"1118"	"Epiphytic"	"Lamiales"	"Rhizophydiomycetes"	0	422814	0
"1119"	"Epiphytic"	"Lamiales"	"Saccharomycetes"	1894	422814	0.00447951108525262
"1120"	"Epiphytic"	"Lamiales"	"Sordariomycetes"	178736	422814	0.422729616332477
"1121"	"Epiphytic"	"Lamiales"	"Spiculogloeomycetes"	78	422814	0.000184478281230044
"1122"	"Epiphytic"	"Lamiales"	"Spizellomycetes"	240	422814	0.000567625480707829
"1123"	"Epiphytic"	"Lamiales"	"Taphrinomycetes"	3582	422814	0.00847181029956435
"1124"	"Epiphytic"	"Lamiales"	"Tremellomycetes"	22830	422814	0.0539953738523322
"1125"	"Epiphytic"	"Lamiales"	"Tritirachiomycetes"	0	422814	0
"1126"	"Epiphytic"	"Lamiales"	"Umbelopsidomycetes"	0	422814	0
"1127"	"Epiphytic"	"Lamiales"	"Ustilaginomycetes"	246	422814	0.000581816117725525
"1128"	"Epiphytic"	"Lamiales"	"Wallemiomycetes"	0	422814	0
"1129"	"Epiphytic"	"Malvales"	""	3826	162683	0.0235181303516655
"1130"	"Epiphytic"	"Malvales"	"Agaricomycetes"	4758	162683	0.0292470633071679
"1131"	"Epiphytic"	"Malvales"	"Agaricostilbomycetes"	447	162683	0.00274767492608324
"1132"	"Epiphytic"	"Malvales"	"Aphelidiomycetes"	0	162683	0
"1133"	"Epiphytic"	"Malvales"	"Archaeorhizomycetes"	0	162683	0
"1134"	"Epiphytic"	"Malvales"	"Archaeosporomycetes"	0	162683	0
"1135"	"Epiphytic"	"Malvales"	"Arthoniomycetes"	6	162683	3.68815426319898e-05
"1136"	"Epiphytic"	"Malvales"	"Atractiellomycetes"	0	162683	0
"1137"	"Epiphytic"	"Malvales"	"Basidiobolomycetes"	0	162683	0
"1138"	"Epiphytic"	"Malvales"	"Blastocladiomycetes"	0	162683	0
"1139"	"Epiphytic"	"Malvales"	"Calcarisporiellomycetes"	0	162683	0
"1140"	"Epiphytic"	"Malvales"	"Chytridiomycetes"	0	162683	0
"1141"	"Epiphytic"	"Malvales"	"Cystobasidiomycetes"	2125	162683	0.0130622130154964
"1142"	"Epiphytic"	"Malvales"	"Dacrymycetes"	0	162683	0
"1143"	"Epiphytic"	"Malvales"	"Dothideomycetes"	94413	162683	0.580349514085676
"1144"	"Epiphytic"	"Malvales"	"Endogonomycetes"	0	162683	0
"1145"	"Epiphytic"	"Malvales"	"Entomophthoromycetes"	8	162683	4.91753901759864e-05
"1146"	"Epiphytic"	"Malvales"	"Eurotiomycetes"	4390	162683	0.0269849953590726
"1147"	"Epiphytic"	"Malvales"	"Exobasidiomycetes"	1659	162683	0.0101977465377452
"1148"	"Epiphytic"	"Malvales"	"Geminibasidiomycetes"	0	162683	0
"1149"	"Epiphytic"	"Malvales"	"Glomeromycetes"	0	162683	0
"1150"	"Epiphytic"	"Malvales"	"Gs17"	0	162683	0
"1151"	"Epiphytic"	"Malvales"	"GS17"	0	162683	0
"1152"	"Epiphytic"	"Malvales"	"Kickxellomycetes"	0	162683	0
"1153"	"Epiphytic"	"Malvales"	"Laboulbeniomycetes"	0	162683	0
"1154"	"Epiphytic"	"Malvales"	"Lecanoromycetes"	413	162683	0.0025386795178353
"1155"	"Epiphytic"	"Malvales"	"Leotiomycetes"	4421	162683	0.0271755499960045
"1156"	"Epiphytic"	"Malvales"	"Lobulomycetes"	0	162683	0
"1157"	"Epiphytic"	"Malvales"	"Malasseziomycetes"	1551	162683	0.00953387877036937
"1158"	"Epiphytic"	"Malvales"	"Microbotryomycetes"	90	162683	0.000553223139479847
"1159"	"Epiphytic"	"Malvales"	"Monoblepharidomycetes"	0	162683	0
"1160"	"Epiphytic"	"Malvales"	"Mortierellomycetes"	0	162683	0
"1161"	"Epiphytic"	"Malvales"	"Mucoromycetes"	3	162683	1.84407713159949e-05
"1162"	"Epiphytic"	"Malvales"	"Olpidiomycetes"	0	162683	0
"1163"	"Epiphytic"	"Malvales"	"Orbiliomycetes"	151	162683	0.000928185489571744
"1164"	"Epiphytic"	"Malvales"	"Pezizomycetes"	45	162683	0.000276611569739924
"1165"	"Epiphytic"	"Malvales"	"Pucciniomycetes"	391	162683	0.00240344719485134
"1166"	"Epiphytic"	"Malvales"	"Rhizophlyctidomycetes"	27	162683	0.000165966941843954
"1167"	"Epiphytic"	"Malvales"	"Rhizophydiomycetes"	0	162683	0
"1168"	"Epiphytic"	"Malvales"	"Saccharomycetes"	170	162683	0.00104497704123971
"1169"	"Epiphytic"	"Malvales"	"Sordariomycetes"	35672	162683	0.219273064794723
"1170"	"Epiphytic"	"Malvales"	"Spiculogloeomycetes"	33	162683	0.000202848484475944
"1171"	"Epiphytic"	"Malvales"	"Spizellomycetes"	529	162683	0.0032517226753871
"1172"	"Epiphytic"	"Malvales"	"Taphrinomycetes"	3653	162683	0.0224547125391098
"1173"	"Epiphytic"	"Malvales"	"Tremellomycetes"	3813	162683	0.0234382203426295
"1174"	"Epiphytic"	"Malvales"	"Tritirachiomycetes"	0	162683	0
"1175"	"Epiphytic"	"Malvales"	"Umbelopsidomycetes"	0	162683	0
"1176"	"Epiphytic"	"Malvales"	"Ustilaginomycetes"	89	162683	0.000547076215707849
"1177"	"Epiphytic"	"Malvales"	"Wallemiomycetes"	0	162683	0
"1178"	"Epiphytic"	"Myrtales"	""	13354	118654	0.112545721172485
"1179"	"Epiphytic"	"Myrtales"	"Agaricomycetes"	7252	118654	0.0611188834763261
"1180"	"Epiphytic"	"Myrtales"	"Agaricostilbomycetes"	112	118654	0.000943920980329361
"1181"	"Epiphytic"	"Myrtales"	"Aphelidiomycetes"	0	118654	0
"1182"	"Epiphytic"	"Myrtales"	"Archaeorhizomycetes"	0	118654	0
"1183"	"Epiphytic"	"Myrtales"	"Archaeosporomycetes"	0	118654	0
"1184"	"Epiphytic"	"Myrtales"	"Arthoniomycetes"	28	118654	0.00023598024508234
"1185"	"Epiphytic"	"Myrtales"	"Atractiellomycetes"	6	118654	5.05671953747872e-05
"1186"	"Epiphytic"	"Myrtales"	"Basidiobolomycetes"	0	118654	0
"1187"	"Epiphytic"	"Myrtales"	"Blastocladiomycetes"	0	118654	0
"1188"	"Epiphytic"	"Myrtales"	"Calcarisporiellomycetes"	0	118654	0
"1189"	"Epiphytic"	"Myrtales"	"Chytridiomycetes"	0	118654	0
"1190"	"Epiphytic"	"Myrtales"	"Cystobasidiomycetes"	922	118654	0.00777049235592563
"1191"	"Epiphytic"	"Myrtales"	"Dacrymycetes"	0	118654	0
"1192"	"Epiphytic"	"Myrtales"	"Dothideomycetes"	44492	118654	0.374972609435839
"1193"	"Epiphytic"	"Myrtales"	"Endogonomycetes"	0	118654	0
"1194"	"Epiphytic"	"Myrtales"	"Entomophthoromycetes"	0	118654	0
"1195"	"Epiphytic"	"Myrtales"	"Eurotiomycetes"	5402	118654	0.0455273315691001
"1196"	"Epiphytic"	"Myrtales"	"Exobasidiomycetes"	1482	118654	0.0124900972575724
"1197"	"Epiphytic"	"Myrtales"	"Geminibasidiomycetes"	0	118654	0
"1198"	"Epiphytic"	"Myrtales"	"Glomeromycetes"	0	118654	0
"1199"	"Epiphytic"	"Myrtales"	"Gs17"	0	118654	0
"1200"	"Epiphytic"	"Myrtales"	"GS17"	0	118654	0
"1201"	"Epiphytic"	"Myrtales"	"Kickxellomycetes"	0	118654	0
"1202"	"Epiphytic"	"Myrtales"	"Laboulbeniomycetes"	0	118654	0
"1203"	"Epiphytic"	"Myrtales"	"Lecanoromycetes"	354	118654	0.00298346452711244
"1204"	"Epiphytic"	"Myrtales"	"Leotiomycetes"	2212	118654	0.0186424393615049
"1205"	"Epiphytic"	"Myrtales"	"Lobulomycetes"	0	118654	0
"1206"	"Epiphytic"	"Myrtales"	"Malasseziomycetes"	1052	118654	0.00886611492237935
"1207"	"Epiphytic"	"Myrtales"	"Microbotryomycetes"	126	118654	0.00106191110287053
"1208"	"Epiphytic"	"Myrtales"	"Monoblepharidomycetes"	0	118654	0
"1209"	"Epiphytic"	"Myrtales"	"Mortierellomycetes"	0	118654	0
"1210"	"Epiphytic"	"Myrtales"	"Mucoromycetes"	20	118654	0.000168557317915957
"1211"	"Epiphytic"	"Myrtales"	"Olpidiomycetes"	0	118654	0
"1212"	"Epiphytic"	"Myrtales"	"Orbiliomycetes"	962	118654	0.00810760699175755
"1213"	"Epiphytic"	"Myrtales"	"Pezizomycetes"	34	118654	0.000286547440457127
"1214"	"Epiphytic"	"Myrtales"	"Pucciniomycetes"	68	118654	0.000573094880914255
"1215"	"Epiphytic"	"Myrtales"	"Rhizophlyctidomycetes"	0	118654	0
"1216"	"Epiphytic"	"Myrtales"	"Rhizophydiomycetes"	0	118654	0
"1217"	"Epiphytic"	"Myrtales"	"Saccharomycetes"	376	118654	0.00316887757682
"1218"	"Epiphytic"	"Myrtales"	"Sordariomycetes"	36068	118654	0.303976267129637
"1219"	"Epiphytic"	"Myrtales"	"Spiculogloeomycetes"	40	118654	0.000337114635831915
"1220"	"Epiphytic"	"Myrtales"	"Spizellomycetes"	0	118654	0
"1221"	"Epiphytic"	"Myrtales"	"Taphrinomycetes"	898	118654	0.00756822357442648
"1222"	"Epiphytic"	"Myrtales"	"Tremellomycetes"	3240	118654	0.0273062855023851
"1223"	"Epiphytic"	"Myrtales"	"Tritirachiomycetes"	0	118654	0
"1224"	"Epiphytic"	"Myrtales"	"Umbelopsidomycetes"	4	118654	3.37114635831915e-05
"1225"	"Epiphytic"	"Myrtales"	"Ustilaginomycetes"	150	118654	0.00126417988436968
"1226"	"Epiphytic"	"Myrtales"	"Wallemiomycetes"	0	118654	0
"1227"	"Epiphytic"	"Pinales"	""	26524	2394410	0.0110774679357336
"1228"	"Epiphytic"	"Pinales"	"Agaricales"	0	2394410	0
"1229"	"Epiphytic"	"Pinales"	"Agaricomycetes"	6036	2394410	0.00252087152993848
"1230"	"Epiphytic"	"Pinales"	"Agaricostilbomycetes"	620	2394410	0.000258936439456902
"1231"	"Epiphytic"	"Pinales"	"Aphelidiomycetes"	0	2394410	0
"1232"	"Epiphytic"	"Pinales"	"Archaeorhizomycetes"	56	2394410	2.33878074348169e-05
"1233"	"Epiphytic"	"Pinales"	"Archaeosporomycetes"	0	2394410	0
"1234"	"Epiphytic"	"Pinales"	"Arthoniomycetes"	390	2394410	0.000162879373206761
"1235"	"Epiphytic"	"Pinales"	"Atractiellomycetes"	4	2394410	1.67055767391549e-06
"1236"	"Epiphytic"	"Pinales"	"Basidiobolomycetes"	0	2394410	0
"1237"	"Epiphytic"	"Pinales"	"Blastocladiomycetes"	0	2394410	0
"1238"	"Epiphytic"	"Pinales"	"Chytridiomycetes"	0	2394410	0
"1239"	"Epiphytic"	"Pinales"	"Cystobasidiomycetes"	19556	2394410	0.00816735646777285
"1240"	"Epiphytic"	"Pinales"	"Dacrymycetes"	0	2394410	0
"1241"	"Epiphytic"	"Pinales"	"Dothideomycetes"	1956846	2394410	0.81725602549271
"1242"	"Epiphytic"	"Pinales"	"Endogonomycetes"	0	2394410	0
"1243"	"Epiphytic"	"Pinales"	"Entomophthoromycetes"	0	2394410	0
"1244"	"Epiphytic"	"Pinales"	"Eurotiomycetes"	77558	2394410	0.0323912780183845
"1245"	"Epiphytic"	"Pinales"	"Exobasidiomycetes"	1822	2394410	0.000760939020468508
"1246"	"Epiphytic"	"Pinales"	"Geoglossomycetes"	0	2394410	0
"1247"	"Epiphytic"	"Pinales"	"Glomeromycetes"	0	2394410	0
"1248"	"Epiphytic"	"Pinales"	"Gs18"	0	2394410	0
"1249"	"Epiphytic"	"Pinales"	"Gs27"	0	2394410	0
"1250"	"Epiphytic"	"Pinales"	"Gs35"	0	2394410	0
"1251"	"Epiphytic"	"Pinales"	"Kickxellomycetes"	0	2394410	0
"1252"	"Epiphytic"	"Pinales"	"Laboulbeniomycetes"	0	2394410	0
"1253"	"Epiphytic"	"Pinales"	"Lecanoromycetes"	54	2394410	2.25525285978592e-05
"1254"	"Epiphytic"	"Pinales"	"Leotiomycetes"	10814	2394410	0.00451635267143054
"1255"	"Epiphytic"	"Pinales"	"Lichinomycetes"	0	2394410	0
"1256"	"Epiphytic"	"Pinales"	"Lobulomycetes"	0	2394410	0
"1257"	"Epiphytic"	"Pinales"	"Malasseziomycetes"	114	2394410	4.76108937065916e-05
"1258"	"Epiphytic"	"Pinales"	"Microbotryomycetes"	1980	2394410	0.00082692604858817
"1259"	"Epiphytic"	"Pinales"	"Mortierellomycetes"	140	2394410	5.84695185870423e-05
"1260"	"Epiphytic"	"Pinales"	"Mucoromycetes"	336	2394410	0.000140326844608902
"1261"	"Epiphytic"	"Pinales"	"Olpidiomycetes"	0	2394410	0
"1262"	"Epiphytic"	"Pinales"	"Orbiliomycetes"	204	2394410	8.51984413696902e-05
"1263"	"Epiphytic"	"Pinales"	"Paraglomeromycetes"	0	2394410	0
"1264"	"Epiphytic"	"Pinales"	"Pezizomycetes"	188	2394410	7.85162106740283e-05
"1265"	"Epiphytic"	"Pinales"	"Pleosporales"	0	2394410	0
"1266"	"Epiphytic"	"Pinales"	"Pucciniomycetes"	1438	2394410	0.00060056548377262
"1267"	"Epiphytic"	"Pinales"	"Rhizophlyctidomycetes"	10	2394410	4.17639418478874e-06
"1268"	"Epiphytic"	"Pinales"	"Rhizophydiomycetes"	22	2394410	9.18806720653522e-06
"1269"	"Epiphytic"	"Pinales"	"Saccharomycetes"	90	2394410	3.75875476630986e-05
"1270"	"Epiphytic"	"Pinales"	"Sanchytriomycetes"	0	2394410	0
"1271"	"Epiphytic"	"Pinales"	"Sareomycetes"	78	2394410	3.25758746413521e-05
"1272"	"Epiphytic"	"Pinales"	"Sordariomycetes"	80982	2394410	0.0338212753872561
"1273"	"Epiphytic"	"Pinales"	"Spiculogloeomycetes"	0	2394410	0
"1274"	"Epiphytic"	"Pinales"	"Spizellomycetes"	24	2394410	1.0023346043493e-05
"1275"	"Epiphytic"	"Pinales"	"Taphrinomycetes"	26500	2394410	0.0110674445896902
"1276"	"Epiphytic"	"Pinales"	"Tremellomycetes"	181320	2394410	0.0757263793585894
"1277"	"Epiphytic"	"Pinales"	"Umbelopsidomycetes"	0	2394410	0
"1278"	"Epiphytic"	"Pinales"	"Ustilaginomycetes"	704	2394410	0.000294018150609127
"1279"	"Epiphytic"	"Pinales"	"Wallemiomycetes"	0	2394410	0
"1280"	"Epiphytic"	"Pinales"	"Zoopagomycetes"	0	2394410	0
"1281"	"Epiphytic"	"Sapindales"	""	44856	311626	0.143941776360124
"1282"	"Epiphytic"	"Sapindales"	"Agaricomycetes"	5971	311626	0.0191607888943798
"1283"	"Epiphytic"	"Sapindales"	"Agaricostilbomycetes"	305	311626	0.000978737332571737
"1284"	"Epiphytic"	"Sapindales"	"Aphelidiomycetes"	10	311626	3.20897486089094e-05
"1285"	"Epiphytic"	"Sapindales"	"Archaeorhizomycetes"	0	311626	0
"1286"	"Epiphytic"	"Sapindales"	"Archaeosporomycetes"	0	311626	0
"1287"	"Epiphytic"	"Sapindales"	"Arthoniomycetes"	12946	311626	0.0415433885490941
"1288"	"Epiphytic"	"Sapindales"	"Atractiellomycetes"	124	311626	0.000397912882750477
"1289"	"Epiphytic"	"Sapindales"	"Basidiobolomycetes"	0	311626	0
"1290"	"Epiphytic"	"Sapindales"	"Blastocladiomycetes"	0	311626	0
"1291"	"Epiphytic"	"Sapindales"	"Calcarisporiellomycetes"	0	311626	0
"1292"	"Epiphytic"	"Sapindales"	"Chytridiomycetes"	0	311626	0
"1293"	"Epiphytic"	"Sapindales"	"Cystobasidiomycetes"	2043	311626	0.00655593564080019
"1294"	"Epiphytic"	"Sapindales"	"Dacrymycetes"	0	311626	0
"1295"	"Epiphytic"	"Sapindales"	"Dothideomycetes"	95152	311626	0.305340375963495
"1296"	"Epiphytic"	"Sapindales"	"Endogonomycetes"	0	311626	0
"1297"	"Epiphytic"	"Sapindales"	"Entomophthoromycetes"	0	311626	0
"1298"	"Epiphytic"	"Sapindales"	"Eurotiomycetes"	22109	311626	0.0709472251994378
"1299"	"Epiphytic"	"Sapindales"	"Exobasidiomycetes"	1408	311626	0.00451823660413444
"1300"	"Epiphytic"	"Sapindales"	"Geminibasidiomycetes"	0	311626	0
"1301"	"Epiphytic"	"Sapindales"	"Glomeromycetes"	0	311626	0
"1302"	"Epiphytic"	"Sapindales"	"Gs17"	32	311626	0.00010268719554851
"1303"	"Epiphytic"	"Sapindales"	"GS17"	0	311626	0
"1304"	"Epiphytic"	"Sapindales"	"Kickxellomycetes"	0	311626	0
"1305"	"Epiphytic"	"Sapindales"	"Laboulbeniomycetes"	0	311626	0
"1306"	"Epiphytic"	"Sapindales"	"Lecanoromycetes"	686	311626	0.00220135675457118
"1307"	"Epiphytic"	"Sapindales"	"Leotiomycetes"	6129	311626	0.0196678069224006
"1308"	"Epiphytic"	"Sapindales"	"Lobulomycetes"	0	311626	0
"1309"	"Epiphytic"	"Sapindales"	"Malasseziomycetes"	839	311626	0.0026923299082875
"1310"	"Epiphytic"	"Sapindales"	"Microbotryomycetes"	243	311626	0.000779780891196498
"1311"	"Epiphytic"	"Sapindales"	"Monoblepharidomycetes"	0	311626	0
