"Compartment"	"Host_order"	"Class"	"total_reads"	"total_reads_com_host"	"prop"
"342"	"Endophytic"	"Fagales"	"Blastocladiomycetes"	0	391324	0
"343"	"Endophytic"	"Fagales"	"Chytridiomycetes"	0	391324	0
"344"	"Endophytic"	"Fagales"	"Cystobasidiomycetes"	219	391324	0.000559638560374523
"345"	"Endophytic"	"Fagales"	"Dacrymycetes"	0	391324	0
"346"	"Endophytic"	"Fagales"	"Dothideomycetes"	255785	391324	0.653639950526929
"347"	"Endophytic"	"Fagales"	"Endogonomycetes"	0	391324	0
"348"	"Endophytic"	"Fagales"	"Entomophthoromycetes"	0	391324	0
"349"	"Endophytic"	"Fagales"	"Eurotiomycetes"	37303	391324	0.0953251014504605
"350"	"Endophytic"	"Fagales"	"Exobasidiomycetes"	8970	391324	0.0229221821304086
"351"	"Endophytic"	"Fagales"	"Geoglossomycetes"	0	391324	0
"352"	"Endophytic"	"Fagales"	"Glomeromycetes"	0	391324	0
"353"	"Endophytic"	"Fagales"	"Gs18"	0	391324	0
"354"	"Endophytic"	"Fagales"	"Gs27"	0	391324	0
"355"	"Endophytic"	"Fagales"	"Gs35"	0	391324	0
"356"	"Endophytic"	"Fagales"	"Kickxellomycetes"	0	391324	0
"357"	"Endophytic"	"Fagales"	"Laboulbeniomycetes"	0	391324	0
"358"	"Endophytic"	"Fagales"	"Lecanoromycetes"	165	391324	0.000421645490693134
"359"	"Endophytic"	"Fagales"	"Leotiomycetes"	3006	391324	0.00768161421226401
"360"	"Endophytic"	"Fagales"	"Lichinomycetes"	0	391324	0
"361"	"Endophytic"	"Fagales"	"Lobulomycetes"	0	391324	0
"362"	"Endophytic"	"Fagales"	"Malasseziomycetes"	376	391324	0.000960840633337081
"363"	"Endophytic"	"Fagales"	"Microbotryomycetes"	3	391324	7.66628164896607e-06
"364"	"Endophytic"	"Fagales"	"Mortierellomycetes"	0	391324	0
"365"	"Endophytic"	"Fagales"	"Mucoromycetes"	0	391324	0
"366"	"Endophytic"	"Fagales"	"Olpidiomycetes"	0	391324	0
"367"	"Endophytic"	"Fagales"	"Orbiliomycetes"	4	391324	1.02217088652881e-05
"368"	"Endophytic"	"Fagales"	"Paraglomeromycetes"	0	391324	0
"369"	"Endophytic"	"Fagales"	"Pezizomycetes"	34	391324	8.68845253549488e-05
"370"	"Endophytic"	"Fagales"	"Pleosporales"	0	391324	0
"371"	"Endophytic"	"Fagales"	"Pucciniomycetes"	15	391324	3.83314082448304e-05
"372"	"Endophytic"	"Fagales"	"Rhizophlyctidomycetes"	0	391324	0
"373"	"Endophytic"	"Fagales"	"Rhizophydiomycetes"	0	391324	0
"374"	"Endophytic"	"Fagales"	"Saccharomycetes"	621	391324	0.00158692030133598
"375"	"Endophytic"	"Fagales"	"Sanchytriomycetes"	0	391324	0
"376"	"Endophytic"	"Fagales"	"Sareomycetes"	0	391324	0
"377"	"Endophytic"	"Fagales"	"Sordariomycetes"	27984	391324	0.0715110752215555
"378"	"Endophytic"	"Fagales"	"Spiculogloeomycetes"	0	391324	0
"379"	"Endophytic"	"Fagales"	"Spizellomycetes"	0	391324	0
"380"	"Endophytic"	"Fagales"	"Taphrinomycetes"	64	391324	0.00016354734184461
"381"	"Endophytic"	"Fagales"	"Tremellomycetes"	7390	391324	0.0188846071286198
"382"	"Endophytic"	"Fagales"	"Umbelopsidomycetes"	0	391324	0
"383"	"Endophytic"	"Fagales"	"Ustilaginomycetes"	2	391324	5.11085443264405e-06
"384"	"Endophytic"	"Fagales"	"Wallemiomycetes"	68	391324	0.000173769050709898
"385"	"Endophytic"	"Fagales"	"Zoopagomycetes"	0	391324	0
"386"	"Endophytic"	"Gentianales"	""	319	39050	0.00816901408450704
"387"	"Endophytic"	"Gentianales"	"Agaricomycetes"	208	39050	0.00532650448143406
"388"	"Endophytic"	"Gentianales"	"Agaricostilbomycetes"	0	39050	0
"389"	"Endophytic"	"Gentianales"	"Arthoniomycetes"	0	39050	0
"390"	"Endophytic"	"Gentianales"	"Cystobasidiomycetes"	0	39050	0
"391"	"Endophytic"	"Gentianales"	"Dacrymycetes"	0	39050	0
"392"	"Endophytic"	"Gentianales"	"Dothideomycetes"	26482	39050	0.678156209987196
"393"	"Endophytic"	"Gentianales"	"Eurotiomycetes"	788	39050	0.020179257362356
"394"	"Endophytic"	"Gentianales"	"Exobasidiomycetes"	0	39050	0
"395"	"Endophytic"	"Gentianales"	"Lecanoromycetes"	150	39050	0.00384122919334187
"396"	"Endophytic"	"Gentianales"	"Leotiomycetes"	1684	39050	0.0431241997439181
"397"	"Endophytic"	"Gentianales"	"Microbotryomycetes"	0	39050	0
"398"	"Endophytic"	"Gentianales"	"Orbiliomycetes"	34	39050	0.00087067861715749
"399"	"Endophytic"	"Gentianales"	"Pezizomycetes"	0	39050	0
"400"	"Endophytic"	"Gentianales"	"Pucciniomycetes"	0	39050	0
"401"	"Endophytic"	"Gentianales"	"Saccharomycetes"	434	39050	0.0111139564660691
"402"	"Endophytic"	"Gentianales"	"Sordariomycetes"	5431	39050	0.139078104993598
"403"	"Endophytic"	"Gentianales"	"Taphrinomycetes"	0	39050	0
"404"	"Endophytic"	"Gentianales"	"Tremellomycetes"	3520	39050	0.0901408450704225
"405"	"Endophytic"	"Lamiales"	""	33370	280064	0.119151336837294
"406"	"Endophytic"	"Lamiales"	"Agaricales"	0	280064	0
"407"	"Endophytic"	"Lamiales"	"Agaricomycetes"	13494	280064	0.0481818441499086
"408"	"Endophytic"	"Lamiales"	"Agaricostilbomycetes"	154	280064	0.000549874314442413
"409"	"Endophytic"	"Lamiales"	"Aphelidiomycetes"	610	280064	0.00217807358318099
"410"	"Endophytic"	"Lamiales"	"Archaeorhizomycetes"	72	280064	0.000257084095063985
"411"	"Endophytic"	"Lamiales"	"Archaeosporomycetes"	0	280064	0
"412"	"Endophytic"	"Lamiales"	"Arthoniomycetes"	66	280064	0.00023566042047532
"413"	"Endophytic"	"Lamiales"	"Atractiellomycetes"	20	280064	7.14122486288848e-05
"414"	"Endophytic"	"Lamiales"	"Basidiobolomycetes"	44	280064	0.000157106946983547
"415"	"Endophytic"	"Lamiales"	"Blastocladiomycetes"	10	280064	3.57061243144424e-05
"416"	"Endophytic"	"Lamiales"	"Chytridiomycetes"	0	280064	0
"417"	"Endophytic"	"Lamiales"	"Cystobasidiomycetes"	1092	280064	0.00389910877513711
"418"	"Endophytic"	"Lamiales"	"Dacrymycetes"	12	280064	4.28473491773309e-05
"419"	"Endophytic"	"Lamiales"	"Dothideomycetes"	29110	280064	0.103940527879342
"420"	"Endophytic"	"Lamiales"	"Endogonomycetes"	30	280064	0.000107118372943327
"421"	"Endophytic"	"Lamiales"	"Entomophthoromycetes"	0	280064	0
"422"	"Endophytic"	"Lamiales"	"Eurotiomycetes"	16684	280064	0.0595720978062157
"423"	"Endophytic"	"Lamiales"	"Exobasidiomycetes"	52	280064	0.000185671846435101
"424"	"Endophytic"	"Lamiales"	"Geoglossomycetes"	0	280064	0
"425"	"Endophytic"	"Lamiales"	"Glomeromycetes"	0	280064	0
"426"	"Endophytic"	"Lamiales"	"Gs18"	0	280064	0
"427"	"Endophytic"	"Lamiales"	"Gs27"	10	280064	3.57061243144424e-05
"428"	"Endophytic"	"Lamiales"	"Gs35"	0	280064	0
"429"	"Endophytic"	"Lamiales"	"Kickxellomycetes"	88	280064	0.000314213893967093
"430"	"Endophytic"	"Lamiales"	"Laboulbeniomycetes"	296	280064	0.0010569012797075
"431"	"Endophytic"	"Lamiales"	"Lecanoromycetes"	18	280064	6.42710237659963e-05
"432"	"Endophytic"	"Lamiales"	"Leotiomycetes"	10536	280064	0.0376199725776965
"433"	"Endophytic"	"Lamiales"	"Lichinomycetes"	0	280064	0
"434"	"Endophytic"	"Lamiales"	"Lobulomycetes"	0	280064	0
"435"	"Endophytic"	"Lamiales"	"Malasseziomycetes"	368	280064	0.00131398537477148
"436"	"Endophytic"	"Lamiales"	"Microbotryomycetes"	2822	280064	0.0100762682815356
"437"	"Endophytic"	"Lamiales"	"Mortierellomycetes"	30722	280064	0.10969635511883
"438"	"Endophytic"	"Lamiales"	"Mucoromycetes"	5238	280064	0.0187028679159049
"439"	"Endophytic"	"Lamiales"	"Olpidiomycetes"	32	280064	0.000114259597806216
"440"	"Endophytic"	"Lamiales"	"Orbiliomycetes"	1968	280064	0.00702696526508227
"441"	"Endophytic"	"Lamiales"	"Paraglomeromycetes"	6	280064	2.14236745886654e-05
"442"	"Endophytic"	"Lamiales"	"Pezizomycetes"	4734	280064	0.016903279250457
"443"	"Endophytic"	"Lamiales"	"Pleosporales"	0	280064	0
"444"	"Endophytic"	"Lamiales"	"Pucciniomycetes"	12	280064	4.28473491773309e-05
"445"	"Endophytic"	"Lamiales"	"Rhizophlyctidomycetes"	24	280064	8.56946983546618e-05
"446"	"Endophytic"	"Lamiales"	"Rhizophydiomycetes"	14	280064	4.99885740402194e-05
"447"	"Endophytic"	"Lamiales"	"Saccharomycetes"	908	280064	0.00324211608775137
"448"	"Endophytic"	"Lamiales"	"Sanchytriomycetes"	44	280064	0.000157106946983547
"449"	"Endophytic"	"Lamiales"	"Sareomycetes"	0	280064	0
"450"	"Endophytic"	"Lamiales"	"Sordariomycetes"	101738	280064	0.363266967550274
"451"	"Endophytic"	"Lamiales"	"Spiculogloeomycetes"	0	280064	0
"452"	"Endophytic"	"Lamiales"	"Spizellomycetes"	156	280064	0.000557015539305302
"453"	"Endophytic"	"Lamiales"	"Taphrinomycetes"	1086	280064	0.00387768510054845
"454"	"Endophytic"	"Lamiales"	"Tremellomycetes"	23288	280064	0.0831524223034735
"455"	"Endophytic"	"Lamiales"	"Umbelopsidomycetes"	770	280064	0.00274937157221207
"456"	"Endophytic"	"Lamiales"	"Ustilaginomycetes"	0	280064	0
"457"	"Endophytic"	"Lamiales"	"Wallemiomycetes"	0	280064	0
"458"	"Endophytic"	"Lamiales"	"Zoopagomycetes"	366	280064	0.00130684414990859
"459"	"Endophytic"	"Lycopodiales"	""	32308	1345542	0.0240111419784741
"460"	"Endophytic"	"Lycopodiales"	"Agaricales"	4	1345542	2.97277974228972e-06
"461"	"Endophytic"	"Lycopodiales"	"Agaricomycetes"	83978	1345542	0.0624120242995016
"462"	"Endophytic"	"Lycopodiales"	"Agaricostilbomycetes"	1782	1345542	0.00132437337519007
"463"	"Endophytic"	"Lycopodiales"	"Aphelidiomycetes"	0	1345542	0
"464"	"Endophytic"	"Lycopodiales"	"Archaeorhizomycetes"	7016	1345542	0.00521425566797618
"465"	"Endophytic"	"Lycopodiales"	"Archaeosporomycetes"	42	1345542	3.12141872940421e-05
"466"	"Endophytic"	"Lycopodiales"	"Arthoniomycetes"	0	1345542	0
"467"	"Endophytic"	"Lycopodiales"	"Atractiellomycetes"	0	1345542	0
"468"	"Endophytic"	"Lycopodiales"	"Basidiobolomycetes"	4	1345542	2.97277974228972e-06
"469"	"Endophytic"	"Lycopodiales"	"Blastocladiomycetes"	12	1345542	8.91833922686917e-06
"470"	"Endophytic"	"Lycopodiales"	"Chytridiomycetes"	106	1345542	7.87786631706777e-05
"471"	"Endophytic"	"Lycopodiales"	"Cystobasidiomycetes"	2576	1345542	0.00191447015403458
"472"	"Endophytic"	"Lycopodiales"	"Dacrymycetes"	0	1345542	0
"473"	"Endophytic"	"Lycopodiales"	"Dothideomycetes"	375054	1345542	0.278738233366183
"474"	"Endophytic"	"Lycopodiales"	"Endogonomycetes"	12	1345542	8.91833922686917e-06
"475"	"Endophytic"	"Lycopodiales"	"Entomophthoromycetes"	0	1345542	0
"476"	"Endophytic"	"Lycopodiales"	"Eurotiomycetes"	101616	1345542	0.0755204965731281
"477"	"Endophytic"	"Lycopodiales"	"Exobasidiomycetes"	16	1345542	1.18911189691589e-05
"478"	"Endophytic"	"Lycopodiales"	"Geoglossomycetes"	72	1345542	5.3510035361215e-05
"479"	"Endophytic"	"Lycopodiales"	"Glomeromycetes"	2196	1345542	0.00163205607851706
"480"	"Endophytic"	"Lycopodiales"	"Gs18"	0	1345542	0
"481"	"Endophytic"	"Lycopodiales"	"Gs27"	0	1345542	0
"482"	"Endophytic"	"Lycopodiales"	"Gs35"	66	1345542	4.90508657477805e-05
"483"	"Endophytic"	"Lycopodiales"	"Kickxellomycetes"	0	1345542	0
"484"	"Endophytic"	"Lycopodiales"	"Laboulbeniomycetes"	42	1345542	3.12141872940421e-05
"485"	"Endophytic"	"Lycopodiales"	"Lecanoromycetes"	1252	1345542	0.000930480059336684
"486"	"Endophytic"	"Lycopodiales"	"Leotiomycetes"	219208	1345542	0.162914275436961
"487"	"Endophytic"	"Lycopodiales"	"Lichinomycetes"	0	1345542	0
"488"	"Endophytic"	"Lycopodiales"	"Lobulomycetes"	0	1345542	0
"489"	"Endophytic"	"Lycopodiales"	"Malasseziomycetes"	2184	1345542	0.00162313773929019
"490"	"Endophytic"	"Lycopodiales"	"Microbotryomycetes"	55202	1345542	0.0410258468334693
"491"	"Endophytic"	"Lycopodiales"	"Mortierellomycetes"	46622	1345542	0.0346492342862579
"492"	"Endophytic"	"Lycopodiales"	"Mucoromycetes"	0	1345542	0
"493"	"Endophytic"	"Lycopodiales"	"Olpidiomycetes"	4	1345542	2.97277974228972e-06
"494"	"Endophytic"	"Lycopodiales"	"Orbiliomycetes"	3290	1345542	0.0024451113380333
"495"	"Endophytic"	"Lycopodiales"	"Paraglomeromycetes"	0	1345542	0
"496"	"Endophytic"	"Lycopodiales"	"Pezizomycetes"	1426	1345542	0.00105979597812629
"497"	"Endophytic"	"Lycopodiales"	"Pleosporales"	10550	1345542	0.00784070657028915
"498"	"Endophytic"	"Lycopodiales"	"Pucciniomycetes"	562	1345542	0.000417675553791706
"499"	"Endophytic"	"Lycopodiales"	"Rhizophlyctidomycetes"	0	1345542	0
"500"	"Endophytic"	"Lycopodiales"	"Rhizophydiomycetes"	66	1345542	4.90508657477805e-05
"501"	"Endophytic"	"Lycopodiales"	"Saccharomycetes"	7268	1345542	0.00540154079174043
"502"	"Endophytic"	"Lycopodiales"	"Sanchytriomycetes"	0	1345542	0
"503"	"Endophytic"	"Lycopodiales"	"Sareomycetes"	0	1345542	0
"504"	"Endophytic"	"Lycopodiales"	"Sordariomycetes"	347354	1345542	0.258151733650826
"505"	"Endophytic"	"Lycopodiales"	"Spiculogloeomycetes"	0	1345542	0
"506"	"Endophytic"	"Lycopodiales"	"Spizellomycetes"	202	1345542	0.000150125376985631
"507"	"Endophytic"	"Lycopodiales"	"Taphrinomycetes"	78	1345542	5.79692049746496e-05
"508"	"Endophytic"	"Lycopodiales"	"Tremellomycetes"	42592	1345542	0.031654158695901
"509"	"Endophytic"	"Lycopodiales"	"Umbelopsidomycetes"	0	1345542	0
"510"	"Endophytic"	"Lycopodiales"	"Ustilaginomycetes"	14	1345542	1.0404729098014e-05
"511"	"Endophytic"	"Lycopodiales"	"Wallemiomycetes"	766	1345542	0.000569287320648482
"512"	"Endophytic"	"Lycopodiales"	"Zoopagomycetes"	0	1345542	0
"513"	"Endophytic"	"Magnoliales"	""	994	21953	0.0452785496287523
"514"	"Endophytic"	"Magnoliales"	"Agaricomycetes"	0	21953	0
"515"	"Endophytic"	"Magnoliales"	"Agaricostilbomycetes"	0	21953	0
"516"	"Endophytic"	"Magnoliales"	"Arthoniomycetes"	0	21953	0
"517"	"Endophytic"	"Magnoliales"	"Cystobasidiomycetes"	0	21953	0
"518"	"Endophytic"	"Magnoliales"	"Dacrymycetes"	0	21953	0
"519"	"Endophytic"	"Magnoliales"	"Dothideomycetes"	18232	21953	0.830501525987337
"520"	"Endophytic"	"Magnoliales"	"Eurotiomycetes"	0	21953	0
"521"	"Endophytic"	"Magnoliales"	"Exobasidiomycetes"	101	21953	0.00460073794014485
"522"	"Endophytic"	"Magnoliales"	"Lecanoromycetes"	0	21953	0
"523"	"Endophytic"	"Magnoliales"	"Leotiomycetes"	0	21953	0
"524"	"Endophytic"	"Magnoliales"	"Microbotryomycetes"	0	21953	0
"525"	"Endophytic"	"Magnoliales"	"Orbiliomycetes"	0	21953	0
"526"	"Endophytic"	"Magnoliales"	"Pezizomycetes"	0	21953	0
"527"	"Endophytic"	"Magnoliales"	"Pucciniomycetes"	0	21953	0
"528"	"Endophytic"	"Magnoliales"	"Saccharomycetes"	0	21953	0
"529"	"Endophytic"	"Magnoliales"	"Sordariomycetes"	1588	21953	0.0723363549400993
"530"	"Endophytic"	"Magnoliales"	"Taphrinomycetes"	0	21953	0
"531"	"Endophytic"	"Magnoliales"	"Tremellomycetes"	1038	21953	0.0472828315036669
"532"	"Endophytic"	"Malpighiales"	""	1813	584158	0.00310361237884271
"533"	"Endophytic"	"Malpighiales"	"Agaricales"	0	584158	0
"534"	"Endophytic"	"Malpighiales"	"Agaricomycetes"	1887	584158	0.003230290435122
"535"	"Endophytic"	"Malpighiales"	"Agaricostilbomycetes"	16	584158	2.73898500063339e-05
"536"	"Endophytic"	"Malpighiales"	"Aphelidiomycetes"	0	584158	0
"537"	"Endophytic"	"Malpighiales"	"Archaeorhizomycetes"	176	584158	0.000301288350069673
"538"	"Endophytic"	"Malpighiales"	"Archaeosporomycetes"	0	584158	0
"539"	"Endophytic"	"Malpighiales"	"Arthoniomycetes"	29	584158	4.96441031364802e-05
"540"	"Endophytic"	"Malpighiales"	"Atractiellomycetes"	0	584158	0
"541"	"Endophytic"	"Malpighiales"	"Basidiobolomycetes"	0	584158	0
"542"	"Endophytic"	"Malpighiales"	"Blastocladiomycetes"	0	584158	0
"543"	"Endophytic"	"Malpighiales"	"Chytridiomycetes"	0	584158	0
"544"	"Endophytic"	"Malpighiales"	"Cystobasidiomycetes"	85	584158	0.000145508578158649
"545"	"Endophytic"	"Malpighiales"	"Dacrymycetes"	148	584158	0.000253356112558589
"546"	"Endophytic"	"Malpighiales"	"Dothideomycetes"	490942	584158	0.840426733863099
"547"	"Endophytic"	"Malpighiales"	"Endogonomycetes"	0	584158	0
"548"	"Endophytic"	"Malpighiales"	"Entomophthoromycetes"	0	584158	0
"549"	"Endophytic"	"Malpighiales"	"Eurotiomycetes"	1656	584158	0.00283484947565556
"550"	"Endophytic"	"Malpighiales"	"Exobasidiomycetes"	0	584158	0
"551"	"Endophytic"	"Malpighiales"	"Geoglossomycetes"	0	584158	0
"552"	"Endophytic"	"Malpighiales"	"Glomeromycetes"	224	584158	0.000383457900088675
"553"	"Endophytic"	"Malpighiales"	"Gs18"	0	584158	0
"554"	"Endophytic"	"Malpighiales"	"Gs27"	0	584158	0
"555"	"Endophytic"	"Malpighiales"	"Gs35"	0	584158	0
"556"	"Endophytic"	"Malpighiales"	"Kickxellomycetes"	0	584158	0
"557"	"Endophytic"	"Malpighiales"	"Laboulbeniomycetes"	0	584158	0
"558"	"Endophytic"	"Malpighiales"	"Lecanoromycetes"	1642	584158	0.00281088335690002
"559"	"Endophytic"	"Malpighiales"	"Leotiomycetes"	28669	584158	0.0490774756144742
"560"	"Endophytic"	"Malpighiales"	"Lichinomycetes"	0	584158	0
"561"	"Endophytic"	"Malpighiales"	"Lobulomycetes"	0	584158	0
"562"	"Endophytic"	"Malpighiales"	"Malasseziomycetes"	0	584158	0
"563"	"Endophytic"	"Malpighiales"	"Microbotryomycetes"	297	584158	0.000508424090742573
"564"	"Endophytic"	"Malpighiales"	"Mortierellomycetes"	1731	584158	0.00296323939756025
"565"	"Endophytic"	"Malpighiales"	"Mucoromycetes"	0	584158	0
"566"	"Endophytic"	"Malpighiales"	"Olpidiomycetes"	66	584158	0.000112983131276127
"567"	"Endophytic"	"Malpighiales"	"Orbiliomycetes"	0	584158	0
"568"	"Endophytic"	"Malpighiales"	"Paraglomeromycetes"	0	584158	0
"569"	"Endophytic"	"Malpighiales"	"Pezizomycetes"	42	584158	7.18983562666265e-05
"570"	"Endophytic"	"Malpighiales"	"Pleosporales"	0	584158	0
"571"	"Endophytic"	"Malpighiales"	"Pucciniomycetes"	14940	584158	0.0255752724434143
"572"	"Endophytic"	"Malpighiales"	"Rhizophlyctidomycetes"	0	584158	0
"573"	"Endophytic"	"Malpighiales"	"Rhizophydiomycetes"	0	584158	0
"574"	"Endophytic"	"Malpighiales"	"Saccharomycetes"	30753	584158	0.0526450035777992
"575"	"Endophytic"	"Malpighiales"	"Sanchytriomycetes"	0	584158	0
"576"	"Endophytic"	"Malpighiales"	"Sareomycetes"	0	584158	0
"577"	"Endophytic"	"Malpighiales"	"Sordariomycetes"	4179	584158	0.00715388644852934
"578"	"Endophytic"	"Malpighiales"	"Spiculogloeomycetes"	0	584158	0
"579"	"Endophytic"	"Malpighiales"	"Spizellomycetes"	0	584158	0
"580"	"Endophytic"	"Malpighiales"	"Taphrinomycetes"	196	584158	0.00033552566257759
"581"	"Endophytic"	"Malpighiales"	"Tremellomycetes"	4667	584158	0.00798927687372252
"582"	"Endophytic"	"Malpighiales"	"Umbelopsidomycetes"	0	584158	0
"583"	"Endophytic"	"Malpighiales"	"Ustilaginomycetes"	0	584158	0
"584"	"Endophytic"	"Malpighiales"	"Wallemiomycetes"	0	584158	0
"585"	"Endophytic"	"Malpighiales"	"Zoopagomycetes"	0	584158	0
"586"	"Endophytic"	"Metteniusales"	""	34	2578	0.013188518231187
"587"	"Endophytic"	"Metteniusales"	"Agaricomycetes"	0	2578	0
"588"	"Endophytic"	"Metteniusales"	"Agaricostilbomycetes"	0	2578	0
"589"	"Endophytic"	"Metteniusales"	"Arthoniomycetes"	0	2578	0
"590"	"Endophytic"	"Metteniusales"	"Cystobasidiomycetes"	0	2578	0
"591"	"Endophytic"	"Metteniusales"	"Dacrymycetes"	0	2578	0
"592"	"Endophytic"	"Metteniusales"	"Dothideomycetes"	1564	2578	0.606671838634601
"593"	"Endophytic"	"Metteniusales"	"Eurotiomycetes"	0	2578	0
"594"	"Endophytic"	"Metteniusales"	"Exobasidiomycetes"	0	2578	0
"595"	"Endophytic"	"Metteniusales"	"Lecanoromycetes"	0	2578	0
"596"	"Endophytic"	"Metteniusales"	"Leotiomycetes"	0	2578	0
"597"	"Endophytic"	"Metteniusales"	"Microbotryomycetes"	0	2578	0
"598"	"Endophytic"	"Metteniusales"	"Orbiliomycetes"	0	2578	0
"599"	"Endophytic"	"Metteniusales"	"Pezizomycetes"	0	2578	0
"600"	"Endophytic"	"Metteniusales"	"Pucciniomycetes"	0	2578	0
"601"	"Endophytic"	"Metteniusales"	"Saccharomycetes"	0	2578	0
"602"	"Endophytic"	"Metteniusales"	"Sordariomycetes"	940	2578	0.364623739332816
"603"	"Endophytic"	"Metteniusales"	"Taphrinomycetes"	0	2578	0
"604"	"Endophytic"	"Metteniusales"	"Tremellomycetes"	40	2578	0.0155159038013964
"605"	"Endophytic"	"Myrtales"	""	14334	81359	0.176182106466402
"606"	"Endophytic"	"Myrtales"	"Agaricomycetes"	0	81359	0
"607"	"Endophytic"	"Myrtales"	"Agaricostilbomycetes"	0	81359	0
"608"	"Endophytic"	"Myrtales"	"Arthoniomycetes"	0	81359	0
"609"	"Endophytic"	"Myrtales"	"Cystobasidiomycetes"	0	81359	0
"610"	"Endophytic"	"Myrtales"	"Dacrymycetes"	0	81359	0
"611"	"Endophytic"	"Myrtales"	"Dothideomycetes"	53829	81359	0.661623176292727
"612"	"Endophytic"	"Myrtales"	"Eurotiomycetes"	542	81359	0.00666183212674689
"613"	"Endophytic"	"Myrtales"	"Exobasidiomycetes"	0	81359	0
"614"	"Endophytic"	"Myrtales"	"Lecanoromycetes"	74	81359	0.00090954903575511
"615"	"Endophytic"	"Myrtales"	"Leotiomycetes"	177	81359	0.00217554296390074
"616"	"Endophytic"	"Myrtales"	"Microbotryomycetes"	0	81359	0
"617"	"Endophytic"	"Myrtales"	"Orbiliomycetes"	42	81359	0.000516230533806954
"618"	"Endophytic"	"Myrtales"	"Pezizomycetes"	116	81359	0.00142577956956206
"619"	"Endophytic"	"Myrtales"	"Pucciniomycetes"	0	81359	0
"620"	"Endophytic"	"Myrtales"	"Saccharomycetes"	715	81359	0.0087882102779041
"621"	"Endophytic"	"Myrtales"	"Sordariomycetes"	10263	81359	0.126144618296685
"622"	"Endophytic"	"Myrtales"	"Taphrinomycetes"	0	81359	0
"623"	"Endophytic"	"Myrtales"	"Tremellomycetes"	1267	81359	0.0155729544365098
"624"	"Endophytic"	"Oxalidales"	""	0	3624	0
"625"	"Endophytic"	"Oxalidales"	"Agaricomycetes"	0	3624	0
"626"	"Endophytic"	"Oxalidales"	"Agaricostilbomycetes"	0	3624	0
"627"	"Endophytic"	"Oxalidales"	"Arthoniomycetes"	0	3624	0
"628"	"Endophytic"	"Oxalidales"	"Cystobasidiomycetes"	0	3624	0
"629"	"Endophytic"	"Oxalidales"	"Dacrymycetes"	0	3624	0
"630"	"Endophytic"	"Oxalidales"	"Dothideomycetes"	3582	3624	0.98841059602649
"631"	"Endophytic"	"Oxalidales"	"Eurotiomycetes"	0	3624	0
"632"	"Endophytic"	"Oxalidales"	"Exobasidiomycetes"	0	3624	0
"633"	"Endophytic"	"Oxalidales"	"Lecanoromycetes"	0	3624	0
"634"	"Endophytic"	"Oxalidales"	"Leotiomycetes"	0	3624	0
"635"	"Endophytic"	"Oxalidales"	"Microbotryomycetes"	0	3624	0
"636"	"Endophytic"	"Oxalidales"	"Orbiliomycetes"	0	3624	0
"637"	"Endophytic"	"Oxalidales"	"Pezizomycetes"	0	3624	0
"638"	"Endophytic"	"Oxalidales"	"Pucciniomycetes"	0	3624	0
"639"	"Endophytic"	"Oxalidales"	"Saccharomycetes"	14	3624	0.00386313465783664
"640"	"Endophytic"	"Oxalidales"	"Sordariomycetes"	0	3624	0
"641"	"Endophytic"	"Oxalidales"	"Taphrinomycetes"	0	3624	0
"642"	"Endophytic"	"Oxalidales"	"Tremellomycetes"	28	3624	0.00772626931567329
"643"	"Endophytic"	"Picramniales"	""	24	5496	0.00436681222707424
"644"	"Endophytic"	"Picramniales"	"Agaricomycetes"	0	5496	0
"645"	"Endophytic"	"Picramniales"	"Agaricostilbomycetes"	0	5496	0
"646"	"Endophytic"	"Picramniales"	"Arthoniomycetes"	0	5496	0
"647"	"Endophytic"	"Picramniales"	"Cystobasidiomycetes"	0	5496	0
"648"	"Endophytic"	"Picramniales"	"Dacrymycetes"	0	5496	0
"649"	"Endophytic"	"Picramniales"	"Dothideomycetes"	5472	5496	0.995633187772926
"650"	"Endophytic"	"Picramniales"	"Eurotiomycetes"	0	5496	0
"651"	"Endophytic"	"Picramniales"	"Exobasidiomycetes"	0	5496	0
"652"	"Endophytic"	"Picramniales"	"Lecanoromycetes"	0	5496	0
"653"	"Endophytic"	"Picramniales"	"Leotiomycetes"	0	5496	0
"654"	"Endophytic"	"Picramniales"	"Microbotryomycetes"	0	5496	0
"655"	"Endophytic"	"Picramniales"	"Orbiliomycetes"	0	5496	0
"656"	"Endophytic"	"Picramniales"	"Pezizomycetes"	0	5496	0
"657"	"Endophytic"	"Picramniales"	"Pucciniomycetes"	0	5496	0
"658"	"Endophytic"	"Picramniales"	"Saccharomycetes"	0	5496	0
"659"	"Endophytic"	"Picramniales"	"Sordariomycetes"	0	5496	0
"660"	"Endophytic"	"Picramniales"	"Taphrinomycetes"	0	5496	0
"661"	"Endophytic"	"Picramniales"	"Tremellomycetes"	0	5496	0
"662"	"Endophytic"	"Pinales"	""	21985	1107210	0.019856215171467
"663"	"Endophytic"	"Pinales"	"Agaricales"	0	1107210	0
"664"	"Endophytic"	"Pinales"	"Agaricomycetes"	4363	1107210	0.00394053521915445
"665"	"Endophytic"	"Pinales"	"Agaricostilbomycetes"	1550	1107210	0.00139991510192285
"666"	"Endophytic"	"Pinales"	"Aphelidiomycetes"	0	1107210	0
"667"	"Endophytic"	"Pinales"	"Archaeorhizomycetes"	0	1107210	0
